"시도명","시군구명","상세주소","분포식물학명","분포식물국명"
"제주특별자치도","서귀포시","한라산","Hylodesmum podocarpum (DC.) H.Ohashi & R.R.Mill var. mandshuricum (Maxim.) H.Ohashi & R.R.Mill","애기도둑놈의갈고리"
"제주특별자치도","서귀포시","한라산","Euphorbia fauriei H.Lév. & Vaniot","두메대극"
"제주특별자치도","서귀포시","한라산","Euphorbia sieboldiana Morren & Decne.","개감수"
"제주특별자치도","서귀포시","한라산","Mallotus japonicus (L.f.) Müll.Arg.","예덕나무"
"제주특별자치도","서귀포시","한라산","Neoshirakia japonica (Siebold & Zucc.) Esser","사람주나무"
"제주특별자치도","서귀포시","한라산","Euonymus alatus (Thunb.) Siebold","화살나무"
"제주특별자치도","서귀포시","한라산","Euonymus alatus (Thunb.) Siebold f. ciliato-dentatus (Franch. & Sav.) Hiyama","회잎나무"
"제주특별자치도","서귀포시","한라산","Euonymus hamiltonianus Wall.","참빗살나무"
"제주특별자치도","서귀포시","한라산","Euonymus oxyphyllus Miq.","참회나무"
"제주특별자치도","서귀포시","한라산","Acer pictum Thunb. var. mono (Maxim.) Maxim. ex Franch.","고로쇠나무"
"제주특별자치도","서귀포시","한라산","Acer pseudosieboldianum (Pax) Kom.","당단풍나무"
"제주특별자치도","서귀포시","한라산","Cirsium japonicum Fisch. ex DC. var. maackii (Maxim.) Matsum.","엉겅퀴"
"제주특별자치도","서귀포시","한라산","Erigeron bonariensis L.","실망초"
"제주특별자치도","서귀포시","한라산","Hypochaeris radicata L.","서양금혼초"
"제주특별자치도","서귀포시","한라산","Ixeris stolonifera A.Gray","좀씀바귀"
"제주특별자치도","서귀포시","한라산","Saussurea gracilis Maxim.","은분취"
"제주특별자치도","서귀포시","한라산","Youngia japonica (L.) DC.","뽀리뱅이"
"제주특별자치도","서귀포시","한라산","Osmunda japonica Thunb.","고비"
"제주특별자치도","서귀포시","한라산","Dennstaedtia hirsuta (Sw.) Mett. ex Miq.","잔고사리"
"제주특별자치도","서귀포시","한라산","Pentarhizidium orientale (Hook.) Hayata","개면마"
"제주특별자치도","서귀포시","한라산","Polystichum tripteron (Kunze) C.Presl","십자고사리"
"제주특별자치도","서귀포시","한라산","Arachniodes standishii (T.Moore) Ohwi","일색고사리"
"제주특별자치도","서귀포시","한라산","Arachniodes borealis Seriz.","왁살고사리"
"제주특별자치도","서귀포시","한라산","Dryopteris crassirhizoma Nakai","관중"
"제주특별자치도","서귀포시","한라산","Dryopteris uniformis (Makino) Makino","곰비늘고사리"
"제주특별자치도","서귀포시","한라산","Dryopteris chinensis (Baker) Koidz.","가는잎족제비고사리"
"제주특별자치도","서귀포시","한라산","Dryopteris erythrosora (D.C.Eaton) Kuntze","홍지네고사리"
"제주특별자치도","서귀포시","한라산","Phegopteris connectilis (Michx.) D.Watt","가래고사리"
"제주특별자치도","서귀포시","한라산","Parathelypteris glanduligera (Kunze) Ching","사다리고사리"
"제주특별자치도","서귀포시","한라산","Parathelypteris beddomei (Baker) Ching","가는잎처녀고사리"
"제주특별자치도","서귀포시","한라산","Parathelypteris japonica (Baker) Ching","지네고사리"
"제주특별자치도","서귀포시","한라산","Athyrium niponicum (Mett.) Hance","개고사리"
"제주특별자치도","서귀포시","한라산","Lepisorus thunbergianus (Kaulf.) Ching","일엽초"
"제주특별자치도","서귀포시","한라산","Lemmaphyllum microphyllum C.Presl","콩짜개덩굴"
"제주특별자치도","서귀포시","한라산","Carex lanceolata Boott","그늘사초"
"제주특별자치도","서귀포시","한라산","Carex hakonensis Franch. & Sav.","애기바늘사초"
"제주특별자치도","서귀포시","한라산","Carex aphanolepis Franch. & Sav.","골사초"
"제주특별자치도","서귀포시","한라산","Carex mollicula Boott","애기흰사초"
"제주특별자치도","서귀포시","한라산","Cyperus amuricus Maxim.","방동사니"
"제주특별자치도","서귀포시","한라산","Eriocaulon miquelianum Körn.","개수염"
"제주특별자치도","서귀포시","한라산","Luzula capitata (Miq. ex Franch. & Sav.) Kom.","꿩의밥"
"제주특별자치도","서귀포시","한라산","Luzula multiflora (Ehrh.) Lej.","산꿩의밥"
"제주특별자치도","서귀포시","한라산","Juncus tenuis Willd.","길골풀"
"제주특별자치도","서귀포시","한라산","Ophiopogon japonicus (Thunb.) Ker Gawl.","소엽맥문동"
"제주특별자치도","서귀포시","한라산","Smilax china L.","청미래덩굴"
"제주특별자치도","서귀포시","한라산","Streptopus ovalis (Ohwi) F.T.Wang & Y.C.Tang","금강애기나리"
"제주특별자치도","서귀포시","한라산","Dioscorea japonica Thunb.","참마"
"제주특별자치도","서귀포시","한라산","Dioscorea septemloba Thunb.","국화마"
"제주특별자치도","서귀포시","한라산","Galearis cyclochila (Franch. & Sav.) Soó","나도제비란"
"제주특별자치도","서귀포시","한라산","Quercus × dentato-mongolica Nakai","떡신갈나무"
"제주특별자치도","서귀포시","한라산","Quercus serrata Murray","졸참나무"
"제주특별자치도","서귀포시","한라산","Boehmeria spicata (Thunb.) Thunb.","좀깨잎나무"
"제주특별자치도","서귀포시","한라산","Clematis mandshurica Rupr.","으아리"
"제주특별자치도","서귀포시","한라산","Akebia quinata (Houtt.) Decne.","으름덩굴"
"제주특별자치도","서귀포시","한라산","Berberis amurensis Rupr. var. quelpaertensis (Nakai) Nakai","섬매발톱나무"
"제주특별자치도","서귀포시","한라산","Cocculus orbiculatus (L.) DC.","댕댕이덩굴"
"제주특별자치도","서귀포시","한라산","Saxifraga fortunei Hook. var. koraiensis Nakai","바위떡풀"
"제주특별자치도","서귀포시","한라산","Daphniphyllum macropodum Miq.","굴거리나무"
"제주특별자치도","서귀포시","한라산","Geranium thunbergii Siebold ex Lindl. & Paxton","이질풀"
"제주특별자치도","서귀포시","한라산","Geranium dahuricum DC.","산쥐손이"
"제주특별자치도","서귀포시","한라산","Hypericum erectum Thunb.","고추나물"
"제주특별자치도","서귀포시","한라산","Alangium platanifolium (Siebold & Zucc.) Harms","단풍박쥐나무"
"제주특별자치도","서귀포시","한라산","Cornus kousa Bürger ex Hance","산딸나무"
"제주특별자치도","서귀포시","한라산","Cornus macrophylla Wall.","곰의말채나무"
"제주특별자치도","서귀포시","한라산","Monotropa uniflora L.","수정난풀"
"제주특별자치도","서귀포시","한라산","Rhododendron mucronulatum Turcz.","진달래"
"제주특별자치도","서귀포시","한라산","Rhododendron mucronulatum Turcz. var. ciliatum Nakai","털진달래"
"제주특별자치도","서귀포시","한라산","Rhododendron weyrichii Maxim.","참꽃나무"
"제주특별자치도","서귀포시","한라산","Swertia tetrapetala Pall.","네귀쓴풀"
"제주특별자치도","서귀포시","한라산","Gentiana squarrosa Ledeb.","구슬붕이"
"제주특별자치도","서귀포시","한라산","Gentiana scabra Bunge","용담"
"제주특별자치도","서귀포시","한라산","Aster ageratoides Turcz.","까실쑥부쟁이"
"제주특별자치도","서귀포시","한라산","Aster hayatae H.Lév. & Vaniot","눈갯쑥부쟁이"
"제주특별자치도","서귀포시","한라산","Hydrocotyle yabei Makino","제주피막이"
"제주특별자치도","서귀포시","한라산","Ligusticum tachiroei (Franch. & Sav.) M.Hiroe & Constance","개회향"
"제주특별자치도","서귀포시","한라산","Pternopetalum tanakae (Franch. & Sav.) Hand.-Mazz.","반디미나리"
"제주특별자치도","서귀포시","한라산","Torilis japonica (Houtt.) DC.","사상자"
"제주특별자치도","서귀포시","한라산","Asarum maculatum Nakai","개족도리풀"
"제주특별자치도","서귀포시","한라산","Arabidopsis halleri (L.) O'Kane & Al-Shehbaz subsp. gemmifera (Matsum.) O'Kane & Al-Shehbaz","산장대"
"제주특별자치도","서귀포시","한라산","Allium thunbergii G.Don","산부추"
"제주특별자치도","서귀포시","한라산","Oxalis acetosella L.","애기괭이밥"
"제주특별자치도","서귀포시","한라산","Oxalis stricta L.","선괭이밥"
"제주특별자치도","서귀포시","한라산","Arisaema serratum (Thunb.) Schott","점박이천남성"
"제주특별자치도","서귀포시","한라산","Arisaema ringens (Thunb.) Schott","큰천남성"
"제주특별자치도","서귀포시","한라산","Elsholtzia minima Nakai","좀향유"
"제주특별자치도","서귀포시","한라산","Tilia taquetii C.K.Schneid.","뽕잎피나무"
"제주특별자치도","서귀포시","한라산","Ainsliaea apiculata Sch.Bip.","좀딱취"
"제주특별자치도","서귀포시","한라산","Carpesium rosulatum Miq.","애기담배풀"
"제주특별자치도","서귀포시","한라산","Anaphalis sinica Hance var. morii (Nakai) Ohwi","구름떡쑥"
"제주특별자치도","서귀포시","한라산","Eupatorium makinoi Kawah. & Yahara var. oppositifolium (Koidz.) Kawah. & Yahara","등골나물"
"제주특별자치도","서귀포시","한라산","Ligularia fischeri (Ledeb.) Turcz.","곰취"
"제주특별자치도","서귀포시","한라산","Senecio nemorensis L.","금방망이"
"제주특별자치도","서귀포시","한라산","Parasenecio adenostyloides (Franch. & Sav. ex Maxim.) H.Koyama","게박쥐나물"
"제주특별자치도","서귀포시","한라산","Cerastium holosteoides Fr. subsp. vulgare (Hartm.) I.V.Sokolova","점나도나물"
"제주특별자치도","서귀포시","한라산","Pseudostellaria palibiniana (Takeda) Ohwi","큰개별꽃"
"제주특별자치도","서귀포시","한라산","Ixeridium dentatum (Thunb.) Tzvelev","씀바귀"
"제주특별자치도","서귀포시","한라산","Lapsanastrum apogonoides (Maxim.) J.H.Pak & K.Bremer","개보리뺑이"
"제주특별자치도","서귀포시","한라산","Adenophora triphylla (Thunb.) A.DC.","층층잔대"
"제주특별자치도","서귀포시","한라산","Peracarpa carnosa (Wall.) Hook.f. & Thomson","홍노도라지"
"제주특별자치도","서귀포시","한라산","Ligustrum ovalifolium Hassk.","왕쥐똥나무"
"제주특별자치도","서귀포시","한라산","Vaccinium oldhamii Miq.","정금나무"
"제주특별자치도","서귀포시","한라산","Elaeagnus umbellata Thunb.","보리수나무"
"제주특별자치도","서귀포시","한라산","Cinnamomum chekiangense Nakai","생달나무"
"제주특별자치도","서귀포시","한라산","Lindera erythrocarpa Makino","비목나무"
"제주특별자치도","서귀포시","한라산","Magnolia sieboldii K.Koch","함박꽃나무"
"제주특별자치도","서귀포시","한라산","Cudrania tricuspidata (Carrière) Bureau ex Lavallée","꾸지뽕나무"
"제주특별자치도","서귀포시","한라산","Ampelopsis glandulosa (Wall.) Momiy. var. heterophylla (Thunb.) Momiy.","개머루"
"제주특별자치도","서귀포시","한라산","Causonia japonica (Thunb.) Raf.","거지덩굴"
"제주특별자치도","서귀포시","한라산","Orixa japonica Thunb.","상산"
"제주특별자치도","서귀포시","한라산","Trichosanthes kirilowii Maxim. var. japonica (Miq.) Kitam.","노랑하늘타리"
"제주특별자치도","서귀포시","한라산","Albizia julibrissin Durazz.","자귀나무"
"제주특별자치도","서귀포시","한라산","Amphicarpaea bracteata (L.) Fernald subsp. edgeworthii (Benth.) H.Ohashi","새콩"
"제주특별자치도","서귀포시","한라산","Chamaecrista nomame (Makino) H.Ohashi","차풀"
"제주특별자치도","서귀포시","한라산","Glycine max (L.) Merr. subsp. soja (Siebold & Zucc.) H.Ohashi","돌콩"
"제주특별자치도","서귀포시","한라산","Lespedeza cuneata (Dum.Cours.) G.Don","비수리"
"제주특별자치도","서귀포시","한라산","Prunus buergeriana Miq.","섬개벚나무"
"제주특별자치도","서귀포시","한라산","Prunus serrulata Lindl. f. spontanea (Maxim.) Chin S.Chang","벚나무"
"제주특별자치도","서귀포시","한라산","Prunus maximowiczii Rupr.","산개벚지나무"
"제주특별자치도","서귀포시","한라산","Prunus spachiana (Lavallée ex Ed.Otto) Kitam. f. ascendens (Makino) Kitam.","올벚나무"
"제주특별자치도","서귀포시","한라산","Fragaria nipponica Makino subsp. chejuensis Staudt & Olbricht","흰땃딸기"
"제주특별자치도","서귀포시","한라산","Geum japonicum Thunb.","뱀무"
"제주특별자치도","서귀포시","한라산","Potentilla matsumurae Th.Wolf","좀양지꽃"
"제주특별자치도","서귀포시","한라산","Potentilla stolonifera Lehm. ex Ledeb. var. quelpaertensis Nakai","제주양지꽃"
"제주특별자치도","서귀포시","한라산","Viola boissieuana Makino","각시제비꽃"
"제주특별자치도","서귀포시","한라산","Viola grypoceras A.Gray","낚시제비꽃"
"제주특별자치도","서귀포시","한라산","Viola grypoceras A.Gray var. exilis (Miq.) Nakai","좀낚시제비꽃"
"제주특별자치도","서귀포시","한라산","Viola japonica Langsd. ex DC.","왜제비꽃"
"제주특별자치도","서귀포시","한라산","Viola mandshurica W.Becker","제비꽃"
"제주특별자치도","서귀포시","한라산","Viola ovato-oblonga (Miq.) Makino","긴잎제비꽃"
"제주특별자치도","서귀포시","한라산","Viola selkirkii Pursh ex Goldie","뫼제비꽃"
"제주특별자치도","서귀포시","한라산","Viola violacea Makino","자주잎제비꽃"
"제주특별자치도","서귀포시","한라산","Circaea mollis Siebold & Zucc.","털이슬"
"제주특별자치도","서귀포시","한라산","Vincetoxicum acuminatifolium (Hemsl.) Ohi-Toma & K.Mochizuki","민백미꽃"
"제주특별자치도","서귀포시","한라산","Phryma leptostachya L. var. oblongifolia (Koidz.) Honda","파리풀"
"제주특별자치도","서귀포시","한라산","Plantago asiatica L.","질경이"
"제주특별자치도","서귀포시","한라산","Anemone stolonifera Maxim.","세바람꽃"
"제주특별자치도","서귀포시","한라산","Ranunculus cantoniensis DC.","털개구리미나리"
"제주특별자치도","서귀포시","한라산","Ranunculus crucilobus H.Lév.","바위미나리아재비"
"제주특별자치도","서귀포시","한라산","Agrostis clavata Trin. var. nukabo Ohwi","겨이삭"
"제주특별자치도","서귀포시","한라산","Calamagrostis purpurea (Trin.) Trin.","산새풀"
"제주특별자치도","서귀포시","한라산","Cymbopogon goeringii (Steud.) A.Camus","개솔새"
"제주특별자치도","서귀포시","한라산","Festuca parvigluma Steud.","김의털아재비"
"제주특별자치도","서귀포시","한라산","Festuca ovina L.","김의털"
"제주특별자치도","서귀포시","한라산","Isachne nipponensis Ohwi","누운기장대풀"
"제주특별자치도","서귀포시","한라산","Miscanthus sinensis Andersson","참억새"
"제주특별자치도","서귀포시","한라산","Muhlenbergia hakonensis (Hack. ex Matsum.) Makino","선쥐꼬리새"
"제주특별자치도","서귀포시","한라산","Oplismenus undulatifolius (Ard.) P.Beauv.","주름조개풀"
"제주특별자치도","서귀포시","한라산","Paspalum thunbergii Kunth ex Steud.","참새피"
"제주특별자치도","서귀포시","한라산","Sacciolepis indica (L.) Chase","좀물뚝새"
"제주특별자치도","서귀포시","한라산","Setaria pumila (Poir.) Roem. & Schult.","금강아지풀"
"제주특별자치도","서귀포시","한라산","Setaria viridis (L.) P.Beauv.","강아지풀"
"제주특별자치도","서귀포시","한라산","Justicia procumbens L.","쥐꼬리망초"
"제주특별자치도","서귀포시","한라산","Taxus cuspidata Siebold & Zucc.","주목"
"제주특별자치도","서귀포시","한라산","Abies koreana E.H.Wilson","구상나무"
"제주특별자치도","서귀포시","한라산","Pinus densiflora Siebold & Zucc.","소나무"
"제주특별자치도","서귀포시","한라산","Barnardia japonica (Thunb.) Schult.f.","무릇"
"제주특별자치도","서귀포시","한라산","Tulipa edulis (Miq.) Baker","산자고"
"제주특별자치도","서귀포시","한라산","Goodyera henryi Rolfe","섬사철란"
"제주특별자치도","서귀포시","한라산","Goodyera velutina Maxim. ex Regel","털사철란"
"제주특별자치도","서귀포시","한라산","Hydrangea serrata (Thunb.) Ser.","산수국"
"제주특별자치도","서귀포시","한라산","Hydrangea petiolaris Siebold & Zucc.","등수국"
"제주특별자치도","서귀포시","한라산","Ajuga decumbens Thunb.","금창초"
"제주특별자치도","서귀포시","한라산","Teucrium viscidum Blume var. miquelianum (Maxim.) H.Hara","덩굴곽향"
"제주특별자치도","서귀포시","한라산","Prunella vulgaris L. subsp. asiatica (Nakai) H.Hara","꿀풀"
"제주특별자치도","서귀포시","한라산","Mosla scabra (Thunb.) C.Y.Wu & H.W.Li","들깨풀"
"제주특별자치도","서귀포시","한라산","Clinopodium micranthum (Regel) H.Hara","두메층층이"
"제주특별자치도","서귀포시","한라산","Clinopodium gracile (Benth.) Kuntze","애기탑꽃"
"제주특별자치도","서귀포시","한라산","Thymus quinquecostatus Čelak.","백리향"
"제주특별자치도","서귀포시","한라산","Viburnum furcatum Blume ex Maxim.","분단나무"
"제주특별자치도","서귀포시","한라산","Viburnum wrightii Miq.","산가막살나무"
"제주특별자치도","서귀포시","한라산","Weigela florida (Bunge) A.DC.","붉은병꽃나무"
"제주특별자치도","서귀포시","한라산","Lonicera japonica Thunb.","인동덩굴"
"제주특별자치도","서귀포시","한라산","Lonicera subsessilis Rehder","청괴불나무"
"제주특별자치도","서귀포시","한라산","Lonicera tatarinowii Maxim.","흰괴불나무"
"제주특별자치도","서귀포시","한라산","Viburnum erosum Thunb.","덜꿩나무"
"제주특별자치도","서귀포시","한라산","Artemisia indica Willd.","쑥"
"제주특별자치도","서귀포시","한라산","Ilex crenata Thunb.","꽝꽝나무"
"제주특별자치도","서귀포시","한라산","Primula jesoana Miq.","큰앵초"
"제주특별자치도","서귀포시","한라산","Primula farinosa L. subsp. modesta (Bisset & S.Moore) var. hannasanensis (T.Yamaz.) T.Yamaz.","한라설앵초"
"제주특별자치도","서귀포시","한라산","Rhus chinensis Mill.","붉나무"
"제주특별자치도","서귀포시","한라산","Toxicodendron sylvestre (Siebold & Zucc.) Kuntze","산검양옻나무"
"제주특별자치도","서귀포시","한라산","Sorbus commixta Hedl.","마가목"
"제주특별자치도","서귀포시","한라산","Euscaphis japonica (Thunb.) Kanitz","말오줌때"
"제주특별자치도","서귀포시","한라산","Meliosma myriantha Siebold & Zucc.","나도밤나무"
"제주특별자치도","서귀포시","한라산","Symplocos sawafutagi Nagam.","노린재나무"
"제주특별자치도","서귀포시","한라산","Callicarpa japonica Thunb.","작살나무"
"제주특별자치도","서귀포시","한라산","Callicarpa mollis Siebold & Zucc.","새비나무"
"제주특별자치도","서귀포시","한라산","Clerodendrum trichotomum Thunb.","누리장나무"
"제주특별자치도","서귀포시","한라산","Empetrum nigrum L. subsp. asiaticum (Nakai ex H.Itô) Kuvaev","시로미"
"제주특별자치도","서귀포시","한라산","Crepidiastrum hallaisanense (H.Lév.) J.H.Pak","한라고들빼기"
"제주특별자치도","서귀포시","한라산","Galium kamtschaticum Steller ex Roem. & Schult. var. yakusimense (Masam.) T.Yamaz.","털둥근갈퀴"
"제주특별자치도","서귀포시","한라산","Galium pogonanthum Franch. & Sav.","산갈퀴"
"제주특별자치도","서귀포시","한라산","Galium verum L. var. hallaensis K.S.Jeong & K.Choi","애기솔나물"
"제주특별자치도","서귀포시","한라산","Mitchella undulata Siebold & Zucc.","호자덩굴"
"제주특별자치도","서귀포시","한라산","Paederia foetida L.","계요등"
"제주특별자치도","서귀포시","한라산","Viola albida Palib. var. chaerophylloides (Regel) F.Maek. ex H.Hara","남산제비꽃"
"제주특별자치도","서귀포시","한라산","Styrax japonicus Siebold & Zucc.","때죽나무"
"제주특별자치도","서귀포시","한라산","Aria alnifolia (Siebold & Zucc.) Decne.","팥배나무"
"제주특별자치도","서귀포시","한라산","Arundinella hirta (Thunb.) Tanaka","털새"
"제주특별자치도","서귀포시","한라산","Goodyera schlechtendaliana Rchb.f.","사철란"
"제주특별자치도","서귀포시","한라산","Viola verecunda A.Gray","콩제비꽃"
"제주특별자치도","서귀포시","한라산","Hepatica insularis Nakai","새끼노루귀"
"제주특별자치도","서귀포시","한라산","Dryopteris saxifragi-varia Nakai","광릉족제비고사리"
"제주특별자치도","서귀포시","한라산","Pourthiaea villosa (Thunb.) Decne.","윤노리나무"
"제주특별자치도","서귀포시","한라산","Sasa quelpaertensis Nakai","제주조릿대"
"제주특별자치도","서귀포시","한라산","Thalictrum tuberiferum Maxim.","산꿩의다리"
"제주특별자치도","서귀포시","한라산","Duchesnea indica (Andrews) Teschem.","뱀딸기"
"제주특별자치도","서귀포시","한라산","Kummerowia striata (Thunb.) Schindl.","매듭풀"
"제주특별자치도","서귀포시","한라산","Athyrium yokoscense (Franch. & Sav.) Christ","뱀고사리"
"제주특별자치도","제주시","가시네오름","Bromus catharticus Vahl","큰이삭풀"
"제주특별자치도","제주시","가시네오름","Lolium multiflorum Lam.","쥐보리"
"제주특별자치도","제주시","가시네오름","Kyllinga brevifolia Rottb. var. leiolepis (Franch. & Sav.) H.Hara","파대가리"
"제주특별자치도","제주시","가시네오름","Asparagus schoberioides Kunth","비짜루"
"제주특별자치도","제주시","가시네오름","Ulmus parvifolia Jacq.","참느릅나무"
"제주특별자치도","제주시","가시네오름","Persicaria lapathifolia (L.) Delarbre","흰여뀌"
"제주특별자치도","제주시","가시네오름","Persicaria senticosa (Meisn.) H.Gross","며느리밑씻개"
"제주특별자치도","제주시","가시네오름","Rumex crispus L.","소리쟁이"
"제주특별자치도","제주시","가시네오름","Rumex obtusifolius L.","돌소리쟁이"
"제주특별자치도","제주시","가시네오름","Phytolacca americana L.","미국자리공"
"제주특별자치도","제주시","가시네오름","Cerastium glomeratum Thuill.","유럽점나도나물"
"제주특별자치도","제주시","가시네오름","Oxalis articulata Savigny","덩이괭이밥"
"제주특별자치도","제주시","가시네오름","Euphorbia maculata L.","애기땅빈대"
"제주특별자치도","제주시","가시네오름","Mallotus japonicus (L.f.) Müll.Arg.","예덕나무"
"제주특별자치도","제주시","가시네오름","Euonymus alatus (Thunb.) Siebold","화살나무"
"제주특별자치도","제주시","가시네오름","Euonymus fortunei (Turcz.) Hand.-Mazz. var. radicans (Miq.) Rehder","줄사철나무"
"제주특별자치도","제주시","가시네오름","Euonymus japonicus Thunb.","사철나무"
"제주특별자치도","제주시","가시네오름","Oenothera laciniata Hill","애기달맞이꽃"
"제주특별자치도","제주시","가시네오름","Physalis pubescens L.","땅꽈리"
"제주특별자치도","제주시","가시네오름","Cirsium japonicum Fisch. ex DC. var. maackii (Maxim.) Matsum.","엉겅퀴"
"제주특별자치도","제주시","가시네오름","Erigeron sumatrensis Retz.","큰망초"
"제주특별자치도","제주시","가시네오름","Sonchus oleraceus L.","방가지똥"
"제주특별자치도","제주시","가시네오름","Osmunda japonica Thunb.","고비"
"제주특별자치도","제주시","가시네오름","Lygodium japonicum (Thunb.) Sw.","실고사리"
"제주특별자치도","제주시","가시네오름","Asplenium incisum Thunb.","꼬리고사리"
"제주특별자치도","제주시","가시네오름","Lemmaphyllum microphyllum C.Presl","콩짜개덩굴"
"제주특별자치도","제주시","가시네오름","Carex gibba Wahlenb.","나도별사초"
"제주특별자치도","제주시","가시네오름","Carex maximowiczii Miq.","왕비늘사초"
"제주특별자치도","제주시","가시네오름","Carex dimorpholepis Steud.","이삭사초"
"제주특별자치도","제주시","가시네오름","Carex bostrychostigma Maxim.","길뚝사초"
"제주특별자치도","제주시","가시네오름","Commelina communis L.","닭의장풀"
"제주특별자치도","제주시","가시네오름","Juncus alatus Franch. & Sav.","날개골풀"
"제주특별자치도","제주시","가시네오름","Smilax china L.","청미래덩굴"
"제주특별자치도","제주시","가시네오름","Smilax riparia A.DC.","밀나물"
"제주특별자치도","제주시","가시네오름","Dioscorea nipponica Makino","부채마"
"제주특별자치도","제주시","가시네오름","Zingiber mioga (Thunb.) Roscoe","양하"
"제주특별자치도","제주시","가시네오름","Castanopsis cuspidata (Thunb.) Schottky","모밀잣밤나무"
"제주특별자치도","제주시","가시네오름","Quercus variabilis Blume","굴참나무"
"제주특별자치도","제주시","가시네오름","Boehmeria holosericea Blume","왕모시풀"
"제주특별자치도","제주시","가시네오름","Clematis koreana Kom.","세잎종덩굴"
"제주특별자치도","제주시","가시네오름","Chrysosplenium flagelliferum F.Schmidt","애기괭이눈"
"제주특별자치도","제주시","가시네오름","Geranium thunbergii Siebold ex Lindl. & Paxton","이질풀"
"제주특별자치도","제주시","가시네오름","Alangium platanifolium (Siebold & Zucc.) Harms var. trilobum (Miq.) Ohwi","박쥐나무"
"제주특별자치도","제주시","가시네오름","Hedera rhombea (Miq.) Siebold & Zucc. ex Bean","송악"
"제주특별자치도","제주시","가시네오름","Cornus kousa Bürger ex Hance","산딸나무"
"제주특별자치도","제주시","가시네오름","Lysimachia japonica Thunb.","좀가지풀"
"제주특별자치도","제주시","가시네오름","Solanum lyratum Thunb.","배풍등"
"제주특별자치도","제주시","가시네오름","Hydrocotyle maritima Honda","선피막이"
"제주특별자치도","제주시","가시네오름","Osmorhiza aristata (Thunb.) Rydb.","긴사상자"
"제주특별자치도","제주시","가시네오름","Torilis scabra (Thunb.) DC.","개사상자"
"제주특별자치도","제주시","가시네오름","Cardamine impatiens L.","싸리냉이"
"제주특별자치도","제주시","가시네오름","Allium macrostemon Bunge","산달래"
"제주특별자치도","제주시","가시네오름","Polygonatum humile Fisch. ex Maxim.","각시둥굴레"
"제주특별자치도","제주시","가시네오름","Polygonatum odoratum (Mill.) Druce var. pluriflorum (Miq.) Ohwi","둥굴레"
"제주특별자치도","제주시","가시네오름","Actinidia kolomikta (Maxim. & Rupr.) Maxim.","쥐다래"
"제주특별자치도","제주시","가시네오름","Oxalis debilis Kunth var. corymbosa (DC.) Lourteig","자주괭이밥"
"제주특별자치도","제주시","가시네오름","Arisaema thunbergii Blume","무늬천남성"
"제주특별자치도","제주시","가시네오름","Arisaema serratum (Thunb.) Schott","점박이천남성"
"제주특별자치도","제주시","가시네오름","Arisaema ringens (Thunb.) Schott","큰천남성"
"제주특별자치도","제주시","가시네오름","Mazus pumilus (Burm.f.) Steenis","주름잎"
"제주특별자치도","제주시","가시네오름","Phtheirospermum japonicum (Thunb.) Kanitz","나도송이풀"
"제주특별자치도","제주시","가시네오름","Veronica polita Fr.","개불알풀"
"제주특별자치도","제주시","가시네오름","Veronica persica Poir.","큰개불알풀"
"제주특별자치도","제주시","가시네오름","Pseudognaphalium affine (D.Don) Anderb.","떡쑥"
"제주특별자치도","제주시","가시네오름","Euchiton japonicus (Thunb.) Holub","풀솜나물"
"제주특별자치도","제주시","가시네오름","Gamochaeta calviceps (Fernald) Cabrera","선풀솜나물"
"제주특별자치도","제주시","가시네오름","Crassocephalum crepidioides (Benth.) S.Moore","주홍서나물"
"제주특별자치도","제주시","가시네오름","Stellaria alsine Grimm","벼룩나물"
"제주특별자치도","제주시","가시네오름","Stellaria aquatica (L.) Scop.","쇠별꽃"
"제주특별자치도","제주시","가시네오름","Ixeridium dentatum (Thunb.) Tzvelev","씀바귀"
"제주특별자치도","제주시","가시네오름","Sonchus asper (L.) Hill","큰방가지똥"
"제주특별자치도","제주시","가시네오름","Rubus pungens Cambess.","줄딸기"
"제주특별자치도","제주시","가시네오름","Rubus sumatranus Miq.","거지딸기"
"제주특별자치도","제주시","가시네오름","Ligustrum obtusifolium Siebold & Zucc.","쥐똥나무"
"제주특별자치도","제주시","가시네오름","Ligustrum ovalifolium Hassk.","왕쥐똥나무"
"제주특별자치도","제주시","가시네오름","Elaeagnus glabra Thunb.","보리장나무"
"제주특별자치도","제주시","가시네오름","Elaeagnus umbellata Thunb.","보리수나무"
"제주특별자치도","제주시","가시네오름","Litsea japonica (Thunb.) Juss.","까마귀쪽나무"
"제주특별자치도","제주시","가시네오름","Neolitsea sericea (Blume) Koidz.","참식나무"
"제주특별자치도","제주시","가시네오름","Cudrania tricuspidata (Carrière) Bureau ex Lavallée","꾸지뽕나무"
"제주특별자치도","제주시","가시네오름","Causonia japonica (Thunb.) Raf.","거지덩굴"
"제주특별자치도","제주시","가시네오름","Parthenocissus tricuspidata (Siebold & Zucc.) Planch.","담쟁이덩굴"
"제주특별자치도","제주시","가시네오름","Vitis ficifolia Bunge","까마귀머루"
"제주특별자치도","제주시","가시네오름","Vitis ficifolia Bunge f. glabrata (Nakai) W.T.Lee","청까마귀머루"
"제주특별자치도","제주시","가시네오름","Abutilon theophrasti Medik.","어저귀"
"제주특별자치도","제주시","가시네오름","Zanthoxylum simulans Hance","왕초피나무"
