"시도명","시군구명","상세주소","분포식물학명","분포식물국명"
"강원특별자치도","강릉시","노추산","Huperzia miyoshiana (Makino) Ching","다람쥐꼬리"
"강원특별자치도","강릉시","노추산","Huperzia serrata (Thunb.) Trevis.","뱀톱"
"강원특별자치도","강릉시","노추산","Equisetum hyemale L.","속새"
"강원특별자치도","강릉시","노추산","Festuca arundinacea Schreb.","큰김의털"
"강원특별자치도","강릉시","노추산","Disporum smilacinum A.Gray","애기나리"
"강원특별자치도","강릉시","노추산","Erythronium japonicum Decne.","얼레지"
"강원특별자치도","강릉시","노추산","Heloniopsis koreana Fuse, N.S.Lee & M.N.Tamura","처녀치마"
"강원특별자치도","강릉시","노추산","Alnus incana (L.) Moench subsp. hirsuta (Turcz. ex Spach) Á.Löve & D.Löve","물오리나무"
"강원특별자치도","강릉시","노추산","Carpinus cordata Blume","까치박달"
"강원특별자치도","강릉시","노추산","Corylus sieboldiana Blume var. mandshurica (Maxim.) C.K.Schneid.","물개암나무"
"강원특별자치도","강릉시","노추산","Ulmus davidiana Planch.","당느릅나무"
"강원특별자치도","강릉시","노추산","Ulmus laciniata (Herder) Mayr ex Schwapp.","난티나무"
"강원특별자치도","강릉시","노추산","Fallopia dumetorum (L.) Holub","닭의덩굴"
"강원특별자치도","강릉시","노추산","Persicaria dissitiflora (Hemsl.) H.Gross ex T.Mori","가시여뀌"
"강원특별자치도","강릉시","노추산","Persicaria lapathifolia (L.) Delarbre","흰여뀌"
"강원특별자치도","강릉시","노추산","Persicaria longiseta (Bruijn) Kitag.","개여뀌"
"강원특별자치도","강릉시","노추산","Persicaria nepalensis (Meisn.) H.Gross","산여뀌"
"강원특별자치도","강릉시","노추산","Polygonum aviculare L.","마디풀"
"강원특별자치도","강릉시","노추산","Aconitum jaluense Kom.","투구꽃"
"강원특별자치도","강릉시","노추산","Actaea dahurica (Turcz. ex Fisch. & C.A.Mey.) Franch.","눈빛승마"
"강원특별자치도","강릉시","노추산","Corydalis pauciovulata Ohwi","선괴불주머니"
"강원특별자치도","강릉시","노추산","Corydalis speciosa Maxim.","산괴불주머니"
"강원특별자치도","강릉시","노추산","Deutzia glabrata Kom.","물참대"
"강원특별자치도","강릉시","노추산","Agrimonia pilosa Ledeb.","짚신나물"
"강원특별자치도","강릉시","노추산","Melilotus albus Medik.","흰전동싸리"
"강원특별자치도","강릉시","노추산","Melilotus suaveolens Ledeb.","전동싸리"
"강원특별자치도","강릉시","노추산","Trifolium pratense L.","붉은토끼풀"
"강원특별자치도","강릉시","노추산","Flueggea suffruticosa (Pall.) Baill.","광대싸리"
"강원특별자치도","강릉시","노추산","Celastrus orbiculatus Thunb.","노박덩굴"
"강원특별자치도","강릉시","노추산","Euonymus alatus (Thunb.) Siebold","화살나무"
"강원특별자치도","강릉시","노추산","Euonymus alatus (Thunb.) Siebold f. ciliato-dentatus (Franch. & Sav.) Hiyama","회잎나무"
"강원특별자치도","강릉시","노추산","Euonymus macropterus Rupr.","나래회나무"
"강원특별자치도","강릉시","노추산","Euonymus sachalinensis (F.Schmidt) Maxim.","회나무"
"강원특별자치도","강릉시","노추산","Tripterygium regelii Sprague & Takeda","미역줄나무"
"강원특별자치도","강릉시","노추산","Acer barbinerve Maxim.","청시닥나무"
"강원특별자치도","강릉시","노추산","Acer mandshuricum Maxim.","복장나무"
"강원특별자치도","강릉시","노추산","Acer pictum Thunb. var. mono (Maxim.) Maxim. ex Franch.","고로쇠나무"
"강원특별자치도","강릉시","노추산","Acer pseudosieboldianum (Pax) Kom.","당단풍나무"
"강원특별자치도","강릉시","노추산","Acer tegmentosum Maxim.","산겨릅나무"
"강원특별자치도","강릉시","노추산","Acer triflorum Kom.","복자기"
"강원특별자치도","강릉시","노추산","Acer ukurunduense Trautv. & C.A.Mey.","부게꽃나무"
"강원특별자치도","강릉시","노추산","Symphyotrichum pilosum (Willd.) G.L.Nesom","미국쑥부쟁이"
"강원특별자치도","강릉시","노추산","Cirsium japonicum Fisch. ex DC. var. maackii (Maxim.) Matsum.","엉겅퀴"
"강원특별자치도","강릉시","노추산","Cirsium pendulum Fisch. ex DC.","큰엉겅퀴"
"강원특별자치도","강릉시","노추산","Cirsium setidens (Dunn) Nakai","고려엉겅퀴"
"강원특별자치도","강릉시","노추산","Erigeron canadensis L.","망초"
"강원특별자치도","강릉시","노추산","Crepidiastrum sonchifolium (Bunge) J.H.Pak & Kawano","고들빼기"
"강원특별자치도","강릉시","노추산","Saussurea japonica (Thunb.) DC.","큰각시취"
"강원특별자치도","강릉시","노추산","Saussurea macrolepis (Nakai) Kitam.","각시서덜취"
"강원특별자치도","강릉시","노추산","Dennstaedtia wilfordii (T.Moore) Christ","황고사리"
"강원특별자치도","강릉시","노추산","Coniogramme intermedia Hieron.","고비고사리"
"강원특별자치도","강릉시","노추산","Woodsia manchuriensis Hook.","만주우드풀"
"강원특별자치도","강릉시","노추산","Polystichum tripteron (Kunze) C.Presl","십자고사리"
"강원특별자치도","강릉시","노추산","Polystichum craspedosorum (Maxim.) Diels","낚시고사리"
"강원특별자치도","강릉시","노추산","Polystichum braunii (Spenn.) Fée","좀나도히초미"
"강원특별자치도","강릉시","노추산","Dryopteris monticola (Makino) C.Chr.","왕지네고사리"
"강원특별자치도","강릉시","노추산","Dryopteris crassirhizoma Nakai","관중"
"강원특별자치도","강릉시","노추산","Dryopteris goeringianua (Kunze) Koidz.","바위틈고사리"
"강원특별자치도","강릉시","노추산","Dryopteris expansa (C.Presl) Fraser-Jenk. & Jermy","퍼진고사리"
"강원특별자치도","강릉시","노추산","Athyrium monomachii Kom.","참새발고사리"
"강원특별자치도","강릉시","노추산","Deparia conilii (Franch. & Sav.) M.Kato","좀진고사리"
"강원특별자치도","강릉시","노추산","Cornopteris crenulato-serrulata (Makino) Nakai","응달고사리"
"강원특별자치도","강릉시","노추산","Asplenium ruprechtii Sa.Kurata","거미고사리"
"강원특별자치도","강릉시","노추산","Lepisorus ussuriensis (Regel & Maack) Ching","산일엽초"
"강원특별자치도","강릉시","노추산","Carex laevissima Nakai","애괭이사초"
"강원특별자치도","강릉시","노추산","Carex breviculmis R.Br.","청사초"
"강원특별자치도","강릉시","노추산","Carex polyschoena H.Lév. & Vaniot","가지청사초"
"강원특별자치도","강릉시","노추산","Carex fernaldiana H.Lév. & Vaniot","실사초"
"강원특별자치도","강릉시","노추산","Carex lanceolata Boott","그늘사초"
"강원특별자치도","강릉시","노추산","Carex siderosticta Hance","대사초"
"강원특별자치도","강릉시","노추산","Carex bostrychostigma Maxim.","길뚝사초"
"강원특별자치도","강릉시","노추산","Juncus decipiens (Buchenau) Nakai","골풀"
"강원특별자치도","강릉시","노추산","Smilax riparia A.DC.","밀나물"
"강원특별자치도","강릉시","노추산","Veratrum maackii Regel var. japonicum (Baker) Shimizu","여로"
"강원특별자치도","강릉시","노추산","Dioscorea nipponica Makino","부채마"
"강원특별자치도","강릉시","노추산","Platanthera densa Freyn subsp. orientalis (Schltr.) Efimov","제비난초"
"강원특별자치도","강릉시","노추산","Castanea crenata Siebold & Zucc.","밤나무"
"강원특별자치도","강릉시","노추산","Boehmeria spicata (Thunb.) Thunb.","좀깨잎나무"
"강원특별자치도","강릉시","노추산","Clematis urticifolia Nakai ex Kitag.","병조희풀"
"강원특별자치도","강릉시","노추산","Clematis serratifolia Rehder","개버무리"
"강원특별자치도","강릉시","노추산","Caulophyllum robustum Maxim.","꿩의다리아재비"
"강원특별자치도","강릉시","노추산","Astilbe chinensis (Maxim.) Franch. & Sav.","노루오줌"
"강원특별자치도","강릉시","노추산","Chrysosplenium flagelliferum F.Schmidt","애기괭이눈"
"강원특별자치도","강릉시","노추산","Mukdenia rossii (Oliv.) Koidz.","돌단풍"
"강원특별자치도","강릉시","노추산","Micranthes octopetala (Nakai) Y.I.Kim & Y.D.Kim","구실바위취"
"강원특별자치도","강릉시","노추산","Geranium sibiricum L.","쥐손이풀"
"강원특별자치도","강릉시","노추산","Geranium wilfordii Maxim.","세잎쥐손이"
"강원특별자치도","강릉시","노추산","Rhamnus yoshinoi Makino","짝자래나무"
"강원특별자치도","강릉시","노추산","Hypericum ascyron L.","물레나물"
"강원특별자치도","강릉시","노추산","Alangium platanifolium (Siebold & Zucc.) Harms var. trilobum (Miq.) Ohwi","박쥐나무"
"강원특별자치도","강릉시","노추산","Kalopanax septemlobus (Thunb.) Koidz.","음나무"
"강원특별자치도","강릉시","노추산","Angelica polymorpha Maxim.","궁궁이"
"강원특별자치도","강릉시","노추산","Angelica anomala Avé-Lall.","개구릿대"
"강원특별자치도","강릉시","노추산","Angelica decursiva (Miq.) Franch. & Sav.","바디나물"
"강원특별자치도","강릉시","노추산","Bupleurum komarovianum Lincz.","시호"
"강원특별자치도","강릉시","노추산","Cornus controversa Hemsl.","층층나무"
"강원특별자치도","강릉시","노추산","Monotropa uniflora L.","수정난풀"
"강원특별자치도","강릉시","노추산","Rhododendron mucronulatum Turcz.","진달래"
"강원특별자치도","강릉시","노추산","Rhododendron schlippenbachii Maxim.","철쭉"
"강원특별자치도","강릉시","노추산","Lysimachia coreana Nakai","참좁쌀풀"
"강원특별자치도","강릉시","노추산","Swertia pseudochinensis H.Hara","자주쓴풀"
"강원특별자치도","강릉시","노추산","Gentiana zollingeri Fawc.","큰구슬붕이"
"강원특별자치도","강릉시","노추산","Trigonotis peduncularis (Trevis.) Benth. ex Baker & S.Moore","꽃마리"
"강원특별자치도","강릉시","노추산","Lycium chinense Mill.","구기자나무"
"강원특별자치도","강릉시","노추산","Physalis alkekengi L.","꽈리"
"강원특별자치도","강릉시","노추산","Arctium lappa L.","우엉"
"강원특별자치도","강릉시","노추산","Echinops setifer Iljin","절굿대"
"강원특별자치도","강릉시","노추산","Synurus deltoides (Aiton) Nakai","수리취"
"강원특별자치도","강릉시","노추산","Aster tataricus L.f.","개미취"
"강원특별자치도","강릉시","노추산","Aster ageratoides Turcz.","까실쑥부쟁이"
"강원특별자치도","강릉시","노추산","Aster scaber Thunb.","참취"
"강원특별자치도","강릉시","노추산","Aster meyendorffii (Regel & Maack) Voss","개쑥부쟁이"
"강원특별자치도","강릉시","노추산","Erigeron annuus (L.) Desf.","개망초"
"강원특별자치도","강릉시","노추산","Cnidium monnieri (L.) Cusson","벌사상자"
"강원특별자치도","강릉시","노추산","Heracleum moellendorffii Hance","어수리"
"강원특별자치도","강릉시","노추산","Peucedanum terebinthaceum (Fisch. ex Trevir.) Fisch. ex Turcz.","기름나물"
"강원특별자치도","강릉시","노추산","Pimpinella brachycarpa (Kom.) Nakai","참나물"
"강원특별자치도","강릉시","노추산","Sanicula chinensis Bunge","참반디"
"강원특별자치도","강릉시","노추산","Torilis japonica (Houtt.) DC.","사상자"
"강원특별자치도","강릉시","노추산","Aristolochia manshuriensis Kom.","등칡"
"강원특별자치도","강릉시","노추산","Asarum sieboldii Miq.","족도리풀"
"강원특별자치도","강릉시","노추산","Catolobus pendulus (L.) Al-Shehbaz","느러진장대"
"강원특별자치도","강릉시","노추산","Turritis glabra L.","장대나물"
"강원특별자치도","강릉시","노추산","Arabidopsis halleri (L.) O'Kane & Al-Shehbaz subsp. gemmifera (Matsum.) O'Kane & Al-Shehbaz","산장대"
"강원특별자치도","강릉시","노추산","Barbarea orthoceras Ledeb.","나도냉이"
"강원특별자치도","강릉시","노추산","Cardamine impatiens L.","싸리냉이"
"강원특별자치도","강릉시","노추산","Cardamine leucantha (Tausch) O.E.Schulz","미나리냉이"
"강원특별자치도","강릉시","노추산","Capsella bursa-pastoris (L.) Medik.","냉이"
"강원특별자치도","강릉시","노추산","Draba nemorosa L.","꽃다지"
"강원특별자치도","강릉시","노추산","Sisymbrium luteum (Maxim.) O.E.Schulz","노란장대"
"강원특별자치도","강릉시","노추산","Impatiens textorii Miq.","물봉선"
"강원특별자치도","강릉시","노추산","Impatiens noli-tangere L.","노랑물봉선"
"강원특별자치도","강릉시","노추산","Maianthemum bifolium (L.) F.W.Schmidt","두루미꽃"
"강원특별자치도","강릉시","노추산","Polygonatum odoratum (Mill.) Druce var. pluriflorum (Miq.) Ohwi","둥굴레"
"강원특별자치도","강릉시","노추산","Polygonatum involucratum (Franch. & Sav.) Maxim.","용둥굴레"
"강원특별자치도","강릉시","노추산","Maianthemum japonicum (A.Gray) LaFrankie","풀솜대"
"강원특별자치도","강릉시","노추산","Actinidia arguta (Siebold & Zucc.) Planch. ex Miq.","다래"
"강원특별자치도","강릉시","노추산","Actinidia kolomikta (Maxim. & Rupr.) Maxim.","쥐다래"
"강원특별자치도","강릉시","노추산","Actinidia polygama (Siebold & Zucc.) Planch. ex Maxim.","개다래"
"강원특별자치도","강릉시","노추산","Oxalis corniculata L.","괭이밥"
"강원특별자치도","강릉시","노추산","Oxalis obtriangulata Maxim.","큰괭이밥"
"강원특별자치도","강릉시","노추산","Juglans mandshurica Maxim.","가래나무"
"강원특별자치도","강릉시","노추산","Arisaema amurense Maxim. f. serratum (Nakai) Kitag.","천남성"
"강원특별자치도","강릉시","노추산","Arisaema serratum (Thunb.) Schott","점박이천남성"
"강원특별자치도","강릉시","노추산","Silene baccifera (L.) Roth","덩굴별꽃"
"강원특별자치도","강릉시","노추산","Silene seoulensis Nakai","가는장구채"
"강원특별자치도","강릉시","노추산","Elsholtzia ciliata (Thunb.) Hyl.","향유"
"강원특별자치도","강릉시","노추산","Corchoropsis tomentosa (Thunb.) Makino","수까치깨"
"강원특별자치도","강릉시","노추산","Tilia mandshurica Rupr. & Maxim.","찰피나무"
"강원특별자치도","강릉시","노추산","Syringa reticulata (Blume) H.Hara var. amurensis (Rupr.) J.S.Pringle","개회나무"
"강원특별자치도","강릉시","노추산","Syringa patula (Palib.) Nakai","털개회나무"
"강원특별자치도","강릉시","노추산","Phtheirospermum japonicum (Thunb.) Kanitz","나도송이풀"
"강원특별자치도","강릉시","노추산","Adenocaulon himalaicum Edgew.","멸가치"
"강원특별자치도","강릉시","노추산","Carpesium cernuum L.","좀담배풀"
"강원특별자치도","강릉시","노추산","Carpesium triste Maxim.","두메담배풀"
"강원특별자치도","강릉시","노추산","Inula japonica Thunb.","금불초"
"강원특별자치도","강릉시","노추산","Eupatorium makinoi Kawah. & Yahara var. oppositifolium (Koidz.) Kawah. & Yahara","등골나물"
"강원특별자치도","강릉시","노추산","Parasenecio auriculatus (DC.) J.R.Grant var. kamtschaticus (Maxim.) H.Koyama","나래박쥐나물"
"강원특별자치도","강릉시","노추산","Bidens frondosa L.","미국가막사리"
"강원특별자치도","강릉시","노추산","Sigesbeckia orientalis L. subsp. pubescens (Makino) H.Koyama","털진득찰"
"강원특별자치도","강릉시","노추산","Cerastium holosteoides Fr. subsp. vulgare (Hartm.) I.V.Sokolova","점나도나물"
"강원특별자치도","강릉시","노추산","Pseudostellaria heterophylla (Miq.) Pax","개별꽃"
"강원특별자치도","강릉시","노추산","Lactuca triangulata Maxim.","두메고들빼기"
"강원특별자치도","강릉시","노추산","Taraxacum officinale F.H.Wigg.","서양민들레"
"강원특별자치도","강릉시","노추산","Chrysanthemum boreale (Makino) Makino","산국"
"강원특별자치도","강릉시","노추산","Dendranthema zawadskii (Herbich) Tzvelev var. latiloba (Maxim.) Kitam.","구절초"
"강원특별자치도","강릉시","노추산","Artemisia capillaris Thunb.","사철쑥"
"강원특별자치도","강릉시","노추산","Artemisia sacrorum Ledeb. var. iwayomogi (Kitam.) M.S.Park & G.Y.Chung","더위지기"
"강원특별자치도","강릉시","노추산","Artemisia japonica Thunb.","제비쑥"
"강원특별자치도","강릉시","노추산","Artemisia rubripes Nakai","덤불쑥"
"강원특별자치도","강릉시","노추산","Rubus crataegifolius Bunge","산딸기"
"강원특별자치도","강릉시","노추산","Rubus pungens Cambess.","줄딸기"
"강원특별자치도","강릉시","노추산","Rubus parvifolius L.","멍석딸기"
"강원특별자치도","강릉시","노추산","Rubus phoenicolasius Maxim.","곰딸기"
"강원특별자치도","강릉시","노추산","Vaccinium hirtum Thunb. var. koreanum (Nakai) Kitam.","산앵도나무"
"강원특별자치도","강릉시","노추산","Lindera obtusiloba Blume","생강나무"
"강원특별자치도","강릉시","노추산","Magnolia sieboldii K.Koch","함박꽃나무"
"강원특별자치도","강릉시","노추산","Morus bombycis Koidz.","산뽕나무"
"강원특별자치도","강릉시","노추산","Schisandra chinensis (Turcz.) Baill.","오미자"
"강원특별자치도","강릉시","노추산","Ampelopsis glandulosa (Wall.) Momiy. var. heterophylla (Thunb.) Momiy.","개머루"
"강원특별자치도","강릉시","노추산","Zanthoxylum schinifolium Siebold & Zucc.","산초나무"
"강원특별자치도","강릉시","노추산","Amphicarpaea bracteata (L.) Fernald subsp. edgeworthii (Benth.) H.Ohashi","새콩"
"강원특별자치도","강릉시","노추산","Astragalus sikokianus Nakai","강화황기"
"강원특별자치도","강릉시","노추산","Kummerowia stipulacea (Maxim.) Makino","둥근매듭풀"
"강원특별자치도","강릉시","노추산","Lathyrus davidii Hance","활량나물"
"강원특별자치도","강릉시","노추산","Lespedeza cuneata (Dum.Cours.) G.Don","비수리"
"강원특별자치도","강릉시","노추산","Lespedeza cyrtobotrya Miq.","참싸리"
"강원특별자치도","강릉시","노추산","Lespedeza maximowiczii C.K.Schneid.","조록싸리"
"강원특별자치도","강릉시","노추산","Pueraria lobata (Willd.) Ohwi","칡"
"강원특별자치도","강릉시","노추산","Vicia amurensis Oett.","벌완두"
"강원특별자치도","강릉시","노추산","Vicia unijuga A.Braun","나비나물"
"강원특별자치도","강릉시","노추산","Prunus padus L.","귀룽나무"
"강원특별자치도","강릉시","노추산","Sorbaria sorbifolia (L.) A.Braun var. stellipila Maxim.","쉬땅나무"
"강원특별자치도","강릉시","노추산","Stephanandra incisa (Thunb.) Zabel","국수나무"
"강원특별자치도","강릉시","노추산","Geum aleppicum Jacq.","큰뱀무"
"강원특별자치도","강릉시","노추산","Potentilla centigrana Maxim.","좀딸기"
"강원특별자치도","강릉시","노추산","Potentilla chinensis Ser.","딱지꽃"
"강원특별자치도","강릉시","노추산","Potentilla cryptotaeniae Maxim.","물양지꽃"
"강원특별자치도","강릉시","노추산","Potentilla fragarioides L. var. major Maxim.","양지꽃"
"강원특별자치도","강릉시","노추산","Viola diamantiaca Nakai","금강제비꽃"
"강원특별자치도","강릉시","노추산","Viola keiskei Miq.","잔털제비꽃"
"강원특별자치도","강릉시","노추산","Viola orientalis (Maxim.) W.Becker","노랑제비꽃"
"강원특별자치도","강릉시","노추산","Viola phalacrocarpa Maxim.","털제비꽃"
"강원특별자치도","강릉시","노추산","Circaea cordata Royle","쇠털이슬"
"강원특별자치도","강릉시","노추산","Epilobium amurense Hausskn. subsp. cephalostigma (Hausskn.) C.J.Chen, Hoch & P.H.Raven","돌바늘꽃"
"강원특별자치도","강릉시","노추산","Epilobium pyrricholophum Franch. & Sav.","바늘꽃"
"강원특별자치도","강릉시","노추산","Anemone reflexa Steph. ex Willd.","회리바람꽃"
"강원특별자치도","강릉시","노추산","Ranunculus japonicus Thunb.","미나리아재비"
"강원특별자치도","강릉시","노추산","Ranunculus tachiroei Franch. & Sav.","개구리미나리"
"강원특별자치도","강릉시","노추산","Agrostis clavata Trin. var. nukabo Ohwi","겨이삭"
"강원특별자치도","강릉시","노추산","Calamagrostis arundinacea (L.) Roth","실새풀"
"강원특별자치도","강릉시","노추산","Dactylis glomerata L.","오리새"
"강원특별자치도","강릉시","노추산","Diarrhena mandshurica Maxim.","껍질용수염"
"강원특별자치도","강릉시","노추산","Digitaria ciliaris (Retz.) Koeler","바랭이"
"강원특별자치도","강릉시","노추산","Eragrostis ferruginea (Thunb.) P.Beauv.","그령"
"강원특별자치도","강릉시","노추산","Hierochloe odorata (L.) P.Beauv.","향모"
"강원특별자치도","강릉시","노추산","Microstegium vimineum (Trin.) A.Camus var. polystachyum (Franch. & Sav.) Ohwi","큰듬성이삭새"
"강원특별자치도","강릉시","노추산","Miscanthus sinensis Andersson","참억새"
"강원특별자치도","강릉시","노추산","Muhlenbergia japonica Steud.","쥐꼬리새"
"강원특별자치도","강릉시","노추산","Phragmites japonicus Steud.","달뿌리풀"
"강원특별자치도","강릉시","노추산","Poa nipponica Koidz.","큰꾸러미풀"
"강원특별자치도","강릉시","노추산","Spodiopogon sibiricus Trin.","큰기름새"
"강원특별자치도","강릉시","노추산","Viscum album L. var. lutescens Makino","겨우살이"
"강원특별자치도","강릉시","노추산","Viola acuminata Ledeb.","졸방제비꽃"
"강원특별자치도","강릉시","노추산","Paris verticillata M.Bieb.","삿갓나물"
"강원특별자치도","강릉시","노추산","Trillium tschonoskii Maxim.","큰연영초"
"강원특별자치도","강릉시","노추산","Iris sanguinea Donn ex Hornem.","붓꽃"
"강원특별자치도","강릉시","노추산","Liparis makinoana Schltr.","나리난초"
"강원특별자치도","강릉시","노추산","Humulus scandens (Lour.) Merr.","환삼덩굴"
"강원특별자치도","강릉시","노추산","Pilea japonica (Maxim.) Hand.-Mazz.","산물통이"
"강원특별자치도","강릉시","노추산","Pilea mongolica Wedd.","모시물통이"
"강원특별자치도","강릉시","노추산","Chenopodium album L. var. centrorubrum Makino","명아주"
"강원특별자치도","강릉시","노추산","Philadelphus schrenkii Rupr.","고광나무"
"강원특별자치도","강릉시","노추산","Ribes mandshuricum (Maxim.) Kom.","까치밥나무"
"강원특별자치도","강릉시","노추산","Agastache rugosa (Fisch. & C.A.Mey.) Kuntze","배초향"
"강원특별자치도","강릉시","노추산","Meehania urticifolia (Miq.) Makino","벌깨덩굴"
"강원특별자치도","강릉시","노추산","Prunella vulgaris L. subsp. asiatica (Nakai) H.Hara","꿀풀"
"강원특별자치도","강릉시","노추산","Leonurus japonicus Houtt.","익모초"
"강원특별자치도","강릉시","노추산","Leonurus macranthus Maxim.","송장풀"
"강원특별자치도","강릉시","노추산","Isodon japonicus (Burm.f.) H.Hara","방아풀"
"강원특별자치도","강릉시","노추산","Isodon inflexus (Thunb.) Kudô","산박하"
"강원특별자치도","강릉시","노추산","Viburnum carlesii Hemsl.","분꽃나무"
"강원특별자치도","강릉시","노추산","Zabelia biflora (Turcz.) Makino","털댕강나무"
"강원특별자치도","강릉시","노추산","Weigela praecox (Lemoine) L.H.Bailey","소영도리나무"
"강원특별자치도","강릉시","노추산","Lonicera maackii (Rupr.) Maxim.","괴불나무"
"강원특별자치도","강릉시","노추산","Lonicera harae Makino","길마가지나무"
"강원특별자치도","강릉시","노추산","Lonicera subsessilis Rehder","청괴불나무"
"강원특별자치도","강릉시","노추산","Patrinia rupestris (Pall.) Juss.","돌마타리"
"강원특별자치도","강릉시","노추산","Patrinia serratulifolia Link","마타리"
"강원특별자치도","강릉시","노추산","Patrinia villosa (Thunb.) Juss.","뚝갈"
"강원특별자치도","강릉시","노추산","Cuscuta japonica Choisy","새삼"
"강원특별자치도","강릉시","노추산","Salix caprea L.","호랑버들"
"강원특별자치도","강릉시","노추산","Salix koriyanagi Kimura ex Goerz","키버들"
"강원특별자치도","강릉시","노추산","Picrasma quassioides (D.Don) Benn.","소태나무"
"강원특별자치도","강릉시","노추산","Rhus chinensis Mill.","붉나무"
"강원특별자치도","강릉시","노추산","Spiraea trichocarpa Nakai","갈기조팝나무"
"강원특별자치도","강릉시","노추산","Spiraea fritschiana C.K.Schneid.","참조팝나무"
"강원특별자치도","강릉시","노추산","Staphylea bumalda DC.","고추나무"
"강원특별자치도","강릉시","노추산","Symplocos sawafutagi Nagam.","노린재나무"
"강원특별자치도","강릉시","노추산","Callicarpa japonica Thunb.","작살나무"
"강원특별자치도","강릉시","노추산","Galinsoga quadriradiata Ruiz & Pav.","털별꽃아재비"
"강원특별자치도","강릉시","노추산","Artemisia stolonifera (Maxim.) Kom.","넓은잎외잎쑥"
"강원특별자치도","강릉시","노추산","Picris hieracioides L. subsp. japonica (Thunb.) Krylov","쇠서나물"
"강원특별자치도","강릉시","노추산","Galium gracilens (A.Gray) Makino","좀네잎갈퀴"
"강원특별자치도","강릉시","노추산","Galium kinuta Nakai & H.Hara","민둥갈퀴"
"강원특별자치도","강릉시","노추산","Galium paradoxum Maxim.","두메갈퀴"
"강원특별자치도","강릉시","노추산","Galium verum L. subsp. asiaticum (Nakai) T.Yamaz.","솔나물"
"강원특별자치도","강릉시","노추산","Rubia chinensis Regel & Maack","큰꼭두서니"
"강원특별자치도","강릉시","노추산","Sedum polytrichoides Hemsl.","바위채송화"
"강원특별자치도","강릉시","노추산","Actaea asiatica H.Hara","노루삼"
"강원특별자치도","강릉시","노추산","Aquilegia buergeriana Siebold & Zucc. var. oxysepala (Trautv. & C.A.Mey.) Kitam.","매발톱"
"강원특별자치도","강릉시","노추산","Hepatica asiatica Nakai","노루귀"
"강원특별자치도","강릉시","노추산","Silene firma Siebold & Zucc.","장구채"
"강원특별자치도","강릉시","노추산","Persicaria orientalis (L.) Spach","털여뀌"
"강원특별자치도","강릉시","노추산","Viola albida Palib. var. chaerophylloides (Regel) F.Maek. ex H.Hara","남산제비꽃"
"강원특별자치도","강릉시","노추산","Valeriana fauriei Briq.","쥐오줌풀"
"강원특별자치도","강릉시","노추산","Campanula punctata Lam.","초롱꽃"
"강원특별자치도","강릉시","노추산","Arundinella hirta (Thunb.) Tanaka","털새"
"강원특별자치도","강릉시","노추산","Miscanthus sinensis Andersson var. purpurascens (Andersson) Matsum.","억새"
"강원특별자치도","강릉시","노추산","Galium maximowiczii (Kom.) Pobed.","개갈퀴"
"강원특별자치도","강릉시","노추산","Thalictrum tuberiferum Maxim.","산꿩의다리"
"강원특별자치도","강릉시","노추산","Duchesnea indica (Andrews) Teschem.","뱀딸기"
"강원특별자치도","강릉시","노추산","Clinopodium chinense (Benth.) Kuntze var. parviflorum (Kudô) H.Hara","층층이꽃"
"강원특별자치도","강릉시","노추산","Brachybotrys paridiformis Maxim. ex Oliv.","당개지치"
"강원특별자치도","강릉시","노추산","Athyrium yokoscense (Franch. & Sav.) Christ","뱀고사리"
"강원특별자치도","강릉시","만덕봉","Equisetum arvense L.","쇠뜨기"
"강원특별자치도","강릉시","만덕봉","Equisetum ramosissimum Desf.","개속새"
"강원특별자치도","강릉시","만덕봉","Festuca arundinacea Schreb.","큰김의털"
"강원특별자치도","강릉시","만덕봉","Asparagus oligoclonos Maxim.","방울비짜루"
"강원특별자치도","강릉시","만덕봉","Asparagus schoberioides Kunth","비짜루"
"강원특별자치도","강릉시","만덕봉","Erythronium japonicum Decne.","얼레지"
"강원특별자치도","강릉시","만덕봉","Alnus japonica (Thunb.) Steud.","오리나무"
"강원특별자치도","강릉시","만덕봉","Betula chinensis Maxim.","개박달나무"
"강원특별자치도","강릉시","만덕봉","Carpinus cordata Blume","까치박달"
"강원특별자치도","강릉시","만덕봉","Celtis koraiensis Nakai","왕팽나무"
"강원특별자치도","강릉시","만덕봉","Ulmus davidiana Planch.","당느릅나무"
"강원특별자치도","강릉시","만덕봉","Ulmus macrocarpa Hance","왕느릅나무"
"강원특별자치도","강릉시","만덕봉","Persicaria dissitiflora (Hemsl.) H.Gross ex T.Mori","가시여뀌"
"강원특별자치도","강릉시","만덕봉","Corydalis remota Fisch. ex Maxim.","현호색"
"강원특별자치도","강릉시","만덕봉","Corydalis speciosa Maxim.","산괴불주머니"
"강원특별자치도","강릉시","만덕봉","Deutzia uniflora Shirai","매화말발도리"
"강원특별자치도","강릉시","만덕봉","Euphorbia ebracteolata Hayata","붉은대극"
"강원특별자치도","강릉시","만덕봉","Euphorbia sieboldiana Morren & Decne.","개감수"
"강원특별자치도","강릉시","만덕봉","Buxus sinica (Rehder & E.H.Wilson) M.Cheng var. insularis (Nakai) M.Cheng","회양목"
"강원특별자치도","강릉시","만덕봉","Celastrus orbiculatus Thunb.","노박덩굴"
"강원특별자치도","강릉시","만덕봉","Euonymus alatus (Thunb.) Siebold","화살나무"
