name,addr,latitude,longitude
참취,전북특별자치도 장수군 장안산,35.6291843,127.5950744
곰취,전북특별자치도 장수군 장안산,35.6291843,127.5950744
제비쑥,전북특별자치도 장수군 장안산,35.6291843,127.5950744
꿀풀,전북특별자치도 장수군 장안산,35.6291843,127.5950744
참취,전북특별자치도 정읍시 내장산,35.46921125,126.84209351982116
꿀풀,전북특별자치도 진안군 덕태산,35.6900021,127.44718
꿀풀,전북특별자치도 진안군 마이산,35.766587773973626,127.41456564026596
꿀풀,전북특별자치도 진안군 운장산,35.9113453,127.3576515
참취,전북특별자치도 진안군 지장산,35.9435663,127.5532791
제비쑥,전북특별자치도 진안군 지장산,35.9435663,127.5532791
참취,충청남도 공주시 천봉,36.5455167,126.9056889
제비쑥,충청남도 공주시 천봉,36.5455167,126.9056889
메밀,충청남도 공주시 계룡산,36.36635698792306,127.22653119376416
넉줄고사리,충청남도 공주시 계룡산,36.36635698792306,127.22653119376416
참취,충청남도 공주시 계룡산,36.36635698792306,127.22653119376416
제비쑥,충청남도 공주시 계룡산,36.36635698792306,127.22653119376416
꿀풀,충청남도 공주시 계룡산,36.36635698792306,127.22653119376416
참취,충청남도 공주시 묵방산,36.4655972,127.0189
꿀풀,충청남도 공주시 묵방산,36.4655972,127.0189
참취,충청남도 금산군 덕기봉,36.0400917,127.5309
꿀풀,충청남도 금산군 서대산,36.22066,127.53837
참취,충청남도 당진시 아미산,36.8454653,126.6649316
넉줄고사리,충청남도 보령시 성주산,36.36783,126.68419
꿀풀,충청남도 보령시 성주산,36.36783,126.68419
참취,충청남도 보령시 오서산,36.4584205,126.6593697
담배풀,충청남도 보령시 오서산,36.4584205,126.6593697
제비쑥,충청남도 보령시 오서산,36.4584205,126.6593697
꿀풀,충청남도 보령시 오서산,36.4584205,126.6593697
참취,충청남도 예산군 덕봉산,36.7138559,126.8819326
메밀,충청남도 천안시 광덕산,36.8015194,127.3428833
꿀풀,충청남도 천안시 광덕산,36.8015194,127.3428833
꿀풀,충청남도 천안시 은석산,36.7921881,127.2810516
꿀풀,충청남도 청양군 칠갑산,36.4129808,126.884889
꿀풀,충청남도 태안군 철마산,36.7906528,126.2175278
참취,충청남도 홍성군 청룡산,36.5524083,126.5336972
꿀풀,충청남도 홍성군 청룡산,36.5524083,126.5336972
참취,충청북도 괴산군 청화산,36.6037637,127.9204326
제비쑥,충청북도 괴산군 청화산,36.6037637,127.9204326
메밀,충청북도 단양군 수리봉,36.8251965,128.3345355
꿀풀,충청북도 단양군 수리봉,36.8251965,128.3345355
메밀,충청북도 단양군 태화산,37.069901,128.486154
참취,충청북도 단양군 태화산,37.069901,128.486154
꿀풀,충청북도 단양군 태화산,37.069901,128.486154
참취,충청북도 보은군 국사봉,36.4209,127.5375
참취,충청북도 보은군 속리산,36.53330735,127.82658047615764
참취,충청북도 영동군 백마산,36.1918944,127.8345639
참취,충청북도 영동군 지장산,36.2541578,127.9783491
넉줄고사리,충청북도 영동군 천태산,36.17405507015792,127.63097458691117
참취,충청북도 영동군 민주지산,36.0397937,127.8492728
꿀풀,충청북도 영동군 민주지산,36.0397937,127.8492728
참취,충청북도 옥천군 관모봉,36.3735743,127.7528188
꿀풀,충청북도 옥천군 관모봉,36.3735743,127.7528188
꿀풀,충청북도 제천시 국사봉,37.0643257,128.1115593
메밀,충청북도 제천시 금수산,36.9847255,128.2569094
넉줄고사리,충청북도 제천시 금수산,36.9847255,128.2569094
참취,충청북도 제천시 금수산,36.9847255,128.2569094
꿀풀,충청북도 제천시 금수산,36.9847255,128.2569094
메밀,충청북도 제천시 백운산,37.2498396,127.9627557
참취,충청북도 제천시 백운산,37.2498396,127.9627557
꿀풀,충청북도 제천시 백운산,37.2498396,127.9627557
참취,충청북도 청주시 동림산,36.6850285,127.3045811
담배풀,충청북도 청주시 선두산,36.61725,127.55344
참취,충청북도 충주시 계명산,36.9907732,127.9762796
꿀풀,충청북도 충주시 계명산,36.9907732,127.9762796
제비쑥,충청북도 충주시 보련산,37.0688932,127.7763631
꿀풀,충청북도 충주시 보련산,37.0688932,127.7763631
참취,광주광역시 동구 무등산,35.1527308,126.9380735928089
넉줄고사리,대구광역시 수성구 대덕산,35.812845162066736,128.66705550945437
참취,대구광역시 수성구 대덕산,35.812845162066736,128.66705550945437
꿀풀,대구광역시 수성구 대덕산,35.812845162066736,128.66705550945437
참취,대전광역시 동구 만인산,36.20123075,127.45392663001908
메밀,대전광역시 대덕구 계족산,36.38261966262847,127.43859645734923
넉줄고사리,대전광역시 대덕구 계족산,36.38261966262847,127.43859645734923
넉줄고사리,서울특별시 은평구 북한산,37.6056158,126.9141639
제비쑥,인천광역시 중구 백운산,37.4936051,126.5162248
꿀풀,인천광역시 강화군 고려산,37.744454496815976,126.43586553073293
넉줄고사리,인천광역시 강화군 마니산,37.63445085761286,126.43169665544406
담배풀,인천광역시 강화군 마니산,37.63445085761286,126.43169665544406
꿀풀,인천광역시 강화군 마니산,37.63445085761286,126.43169665544406
꿀풀,인천광역시 옹진군 연평도,37.9324569,124.6826506
꿀풀,인천광역시 옹진군 장봉도,37.54176505,126.33538237861212
참취,경상남도 거제시 가조도,34.95167725,128.5218005302146
꿀풀,경상남도 거제시 가조도,34.95167725,128.5218005302146
참취,경상남도 거창군 감악산,35.5956046,127.9281228
제비쑥,경상남도 거창군 감악산,35.5956046,127.9281228
꿀풀,경상남도 거창군 감악산,35.5956046,127.9281228
참취,경상남도 거창군 단지봉,35.8289526,128.0118378
꿀풀,경상남도 거창군 단지봉,35.8289526,128.0118378
참취,경상남도 거창군 호음산,35.7976305,127.8390061
꿀풀,경상남도 거창군 호음산,35.7976305,127.8390061
메밀,경상남도 남해군 창선도,34.87503815,127.98950953337054
넉줄고사리,경상남도 남해군 창선도,34.87503815,127.98950953337054
참취,경상남도 남해군 창선도,34.87503815,127.98950953337054
꿀풀,경상남도 남해군 창선도,34.87503815,127.98950953337054
참취,경상남도 밀양시 금오산,35.4396111,128.9066163
제비쑥,경상남도 밀양시 금오산,35.4396111,128.9066163
꿀풀,경상남도 밀양시 금오산,35.4396111,128.9066163
참취,경상남도 밀양시 덕대산,35.4286851,128.7087164
제비쑥,경상남도 밀양시 덕대산,35.4286851,128.7087164
꿀풀,경상남도 밀양시 덕대산,35.4286851,128.7087164
참취,경상남도 밀양시 정각산,35.5478091,128.9041211
참취,경상남도 양산시 정족산,35.4579184,129.13078
꿀풀,경상남도 의령군 국사봉,35.4928373,128.2488281
참취,경상남도 의령군 자굴산,35.377111,128.2034764
제비쑥,경상남도 의령군 자굴산,35.377111,128.2034764
꿀풀,경상남도 진주시 장군대산,35.1912,128.19471
넉줄고사리,경상남도 창녕군 화왕산,35.5471482,128.531694
참취,경상남도 창녕군 화왕산,35.5471482,128.531694
제비쑥,경상남도 창녕군 화왕산,35.5471482,128.531694
꿀풀,경상남도 창녕군 화왕산,35.5471482,128.531694
넉줄고사리,경상남도 통영시 미륵도,34.802282000000005,128.40439271924623
참취,경상남도 통영시 미륵도,34.802282000000005,128.40439271924623
꿀풀,경상남도 통영시 미륵도,34.802282000000005,128.40439271924623
넉줄고사리,경상남도 통영시 미륵산,34.8107269,128.4158655
메밀,경상남도 통영시 사량도,34.81814465,128.23287105946113
넉줄고사리,경상남도 통영시 사량도,34.81814465,128.23287105946113
참취,경상남도 통영시 한산도,34.7875823,128.47924246608852
꿀풀,경상남도 통영시 한산도,34.7875823,128.47924246608852
넉줄고사리,경상남도 함안군 방어산,35.2534935,128.2935395
넉줄고사리,경상남도 함안군 작대산,35.3016194,128.5655417
꿀풀,경상남도 합천군 대암산,35.5338667,128.2173528
참취,경상남도 합천군 무월봉,35.5240444,128.2252694
제비쑥,경상남도 합천군 무월봉,35.5240444,128.2252694
넉줄고사리,경상남도 합천군 오도산,35.6739155,128.075258
참취,경상남도 합천군 오도산,35.6739155,128.075258
제비쑥,경상남도 합천군 오도산,35.6739155,128.075258
꿀풀,경상남도 합천군 오도산,35.6739155,128.075258
넉줄고사리,경상남도 합천군 황매산,35.4942361,127.9745887
참취,경상남도 합천군 황매산,35.4942361,127.9745887
제비쑥,경상남도 합천군 황매산,35.4942361,127.9745887
담배풀,경상북도 울릉군 각시봉,37.4761139,130.8278694
담배풀,경상북도 울릉군 남서리,37.480712,130.8260167
담배풀,경상북도 울릉군 봉래폭포,37.4983136,130.8832962
참취,전라남도 고흥군 거금도,34.4580186,127.16434042649868
제비쑥,전라남도 고흥군 거금도,34.4580186,127.16434042649868
꿀풀,전라남도 고흥군 거금도,34.4580186,127.16434042649868
넉줄고사리,전라남도 곡성군 동악산,35.2772028,127.2637556
참취,전라남도 곡성군 동악산,35.2772028,127.2637556
제비쑥,전라남도 곡성군 동악산,35.2772028,127.2637556
제비쑥,전라남도 목포시 달리도,34.77363925,126.31390700549524
꿀풀,전라남도 목포시 달리도,34.77363925,126.31390700549524
참취,전라남도 신안군 가거도,34.07196775,125.1071351595604
담배풀,전라남도 신안군 가거도,34.07196775,125.1071351595604
제비쑥,전라남도 신안군 가거도,34.07196775,125.1071351595604
아욱,전라남도 신안군 가거도,34.07196775,125.1071351595604
참취,전라남도 신안군 도초도,34.69703855,125.9619173942908
참취,전라남도 신안군 매화도,34.9234302,126.23540426140102
제비쑥,전라남도 신안군 매화도,34.9234302,126.23540426140102
꿀풀,전라남도 신안군 매화도,34.9234302,126.23540426140102
꿀풀,전라남도 신안군 비금도,34.7615612,125.92581427015544
제비쑥,전라남도 신안군 안좌도,34.73697505,126.12382223710348
꿀풀,전라남도 신안군 안좌도,34.73697505,126.12382223710348
제비쑥,전라남도 신안군 암태도,34.83973735,126.1073137193252
제비쑥,전라남도 신안군 압해도,34.8679057,126.29776119522153
꿀풀,전라남도 신안군 압해도,34.8679057,126.29776119522153
참취,전라남도 신안군 우이도,34.61189275,125.84131455994694
제비쑥,전라남도 신안군 우이도,34.61189275,125.84131455994694
제비쑥,전라남도 신안군 자은도,34.891101199999994,126.04662121736708
꿀풀,전라남도 신안군 자은도,34.891101199999994,126.04662121736708
참취,전라남도 신안군 재원도,35.0903082,126.02096864106085
꿀풀,전라남도 신안군 재원도,35.0903082,126.02096864106085
꿀풀,전라남도 신안군 증도,34.986794149999994,126.16097782089784
꿀풀,전라남도 신안군 지도,35.06215995,126.22957349526762
제비쑥,전라남도 신안군 하의도,34.59970105,126.0382538479168
꿀풀,전라남도 신안군 하의도,34.59970105,126.0382538479168
제비쑥,전라남도 여수시 거문도,34.0267908,127.31680745756456
참취,전라남도 여수시 돌산도,34.6591856,127.76991894882208
참취,전라남도 영광군 송이도,35.2854702,126.14194367855868
제비쑥,전라남도 영광군 송이도,35.2854702,126.14194367855868
참취,전라남도 영광군 안마도,35.347871049999995,126.02926277511266
제비쑥,전라남도 영광군 안마도,35.347871049999995,126.02926277511266
넉줄고사리,전라남도 완도군 금당도,34.43093435,127.0548084
꿀풀,전라남도 완도군 금당도,34.43093435,127.0548084
넉줄고사리,전라남도 완도군 상황봉,34.36053392957406,126.68475791146126
참취,전라남도 완도군 상황봉,34.36053392957406,126.68475791146126
꿀풀,전라남도 완도군 조약도,34.38318685,126.90023763343356
제비쑥,전라남도 진도군 가사도,34.4785844,126.04998876816197
담배풀,전라남도 진도군 금갑리,34.37746,126.29922
참취,전라남도 진도군 동거차도,34.237997750000005,125.9394604796248
넉줄고사리,전라남도 진도군 동석산,34.4183056,126.1196417
참취,전라남도 진도군 여귀산,34.3922694,126.2305917
넉줄고사리,전라남도 진도군 첨찰산,34.4757234,126.3216754
꿀풀,전북특별자치도 군산시 개야도,36.03892125,126.5486581682481
참취,전북특별자치도 군산시 방축도,35.851295449999995,126.37568878200308
참취,전북특별자치도 군산시 선유도,35.81846045,126.42452157530796
담배풀,전북특별자치도 군산시 선유도,35.81846045,126.42452157530796
꿀풀,전북특별자치도 남원시 천황산,35.5257166,127.450443
넉줄고사리,전북특별자치도 부안군 상여봉,35.6381179,126.6469628
참취,제주특별자치도 서귀포시 달산봉,33.3466186,126.8315982
꿀풀,제주특별자치도 서귀포시 볼레오름,33.3531,126.4849936
꿀풀,제주특별자치도 서귀포시 산방산,33.2415804,126.3132708
꿀풀,제주특별자치도 서귀포시 성산,33.41805,126.88147
넉줄고사리,제주특별자치도 서귀포시 송악산,33.1990813,126.2897901
참취,제주특별자치도 서귀포시 영주산,33.4046235,126.7962598
꿀풀,제주특별자치도 서귀포시 영주산,33.4046235,126.7962598
참취,제주특별자치도 서귀포시 자배봉,33.301008,126.6769333
꿀풀,제주특별자치도 서귀포시 자배봉,33.301008,126.6769333
참취,제주특별자치도 서귀포시 칡오름,33.2840136,126.6028985
제비쑥,제주특별자치도 서귀포시 칡오름,33.2840136,126.6028985
꿀풀,제주특별자치도 서귀포시 칡오름,33.2840136,126.6028985
곰취,제주특별자치도 서귀포시 한라산,33.32088875,126.33575369124134
꿀풀,제주특별자치도 서귀포시 한라산,33.32088875,126.33575369124134
곰취,제주특별자치도 제주시 관음사,33.426421,126.557867
곰취,제주특별자치도 제주시 노로오름,33.3662545,126.4393034
꿀풀,제주특별자치도 제주시 당산봉,33.307918,126.1726059
꿀풀,제주특별자치도 제주시 민오름,33.4364824,126.7628649
참취,제주특별자치도 제주시 샘이오름,33.450235,126.7601103
제비쑥,제주특별자치도 제주시 샘이오름,33.450235,126.7601103
곰취,제주특별자치도 제주시 성판악,33.385117,126.62049
참취,제주특별자치도 제주시 알밤오름,33.4911306,126.7126378
담배풀,제주특별자치도 제주시 알밤오름,33.4911306,126.7126378
곰취,제주특별자치도 제주시 알밤오름,33.4911306,126.7126378
제비쑥,제주특별자치도 제주시 알밤오름,33.4911306,126.7126378
꿀풀,제주특별자치도 제주시 알밤오름,33.4911306,126.7126378
참취,제주특별자치도 제주시 은월봉,33.4691152,126.8555975
꿀풀,제주특별자치도 제주시 은월봉,33.4691152,126.8555975
담배풀,제주특별자치도 제주시 저지오름,33.3329288,126.2509465
꿀풀,충청남도 보령시 호도,36.295518,126.26058755835264
꿀풀,충청남도 서산시 웅도,36.92276985,126.37870059842194
참취,충청남도 태안군 가의도,36.67963775,126.07906675261457
꿀풀,충청남도 태안군 가의도,36.67963775,126.07906675261457
참취,충청남도 태안군 안면도,36.5057028,126.37052390385811
꿀풀,충청남도 태안군 안면도,36.5057028,126.37052390385811
참취,충청북도 영동군 황악산,36.118049,127.966796
꿀풀,충청북도 영동군 황악산,36.118049,127.966796
참취,충청북도 옥천군 환산,36.360916,127.543086
참취,충청북도 음성군 수레의산,37.0306333,127.66355
넉줄고사리,부산광역시 강서구 가덕도,35.0582121,128.8068334208383
넉줄고사리,인천광역시 중구 무의도,37.3657146,126.41674897144776
참취,인천광역시 중구 무의도,37.3657146,126.41674897144776
제비쑥,인천광역시 중구 무의도,37.3657146,126.41674897144776
꿀풀,인천광역시 중구 무의도,37.3657146,126.41674897144776
