name,addr,latitude,longitude
제비쑥,강원특별자치도 평창군 태기산,37.585500065143,128.2874839520286
꿀풀,강원특별자치도 평창군 태기산,37.585500065143,128.2874839520286
참취,강원특별자치도 평창군 황병산,37.753777,128.6623649
곰취,강원특별자치도 평창군 황병산,37.753777,128.6623649
제비쑥,강원특별자치도 평창군 황병산,37.753777,128.6623649
꿀풀,강원특별자치도 평창군 황병산,37.753777,128.6623649
메밀,강원특별자치도 평창군 회령봉,37.6858986,128.3665045
참취,강원특별자치도 평창군 회령봉,37.6858986,128.3665045
꿀풀,강원특별자치도 평창군 회령봉,37.6858986,128.3665045
메밀,강원특별자치도 평창군 가리왕산,37.4614337,128.5633877
꿀풀,강원특별자치도 평창군 가리왕산,37.4614337,128.5633877
참취,강원특별자치도 홍천군 계방산,37.723900483874175,128.44973904821933
제비쑥,강원특별자치도 홍천군 계방산,37.723900483874175,128.44973904821933
꿀풀,강원특별자치도 홍천군 계방산,37.723900483874175,128.44973904821933
꿀풀,강원특별자치도 홍천군 공작산,37.7159579,128.0106651
참취,강원특별자치도 홍천군 매화산,37.6219759,127.8348838
제비쑥,강원특별자치도 홍천군 매화산,37.6219759,127.8348838
꿀풀,강원특별자치도 홍천군 매화산,37.6219759,127.8348838
참취,강원특별자치도 화천군 일산,38.1600334,127.8041491
곰취,강원특별자치도 화천군 일산,38.1600334,127.8041491
꿀풀,강원특별자치도 화천군 일산,38.1600334,127.8041491
가시오갈피,강원특별자치도 화천군 백적산,38.1328876,127.5963885
참취,강원특별자치도 화천군 백적산,38.1328876,127.5963885
곰취,강원특별자치도 화천군 백적산,38.1328876,127.5963885
꿀풀,강원특별자치도 화천군 백적산,38.1328876,127.5963885
메밀,강원특별자치도 화천군 병풍산,38.0786037,127.8192413
참취,강원특별자치도 화천군 병풍산,38.0786037,127.8192413
제비쑥,강원특별자치도 화천군 병풍산,38.0786037,127.8192413
꿀풀,강원특별자치도 화천군 병풍산,38.0786037,127.8192413
참취,강원특별자치도 화천군 복주산,38.1301983,127.4923135
꿀풀,강원특별자치도 화천군 복주산,38.1301983,127.4923135
참취,강원특별자치도 화천군 용화산,38.0381932,127.7479919
제비쑥,강원특별자치도 화천군 용화산,38.0381932,127.7479919
꿀풀,강원특별자치도 화천군 용화산,38.0381932,127.7479919
참취,강원특별자치도 횡성군 성지봉,37.5418722,127.8430972
제비쑥,강원특별자치도 횡성군 성지봉,37.5418722,127.8430972
참취,강원특별자치도 횡성군 오봉산,37.4381326,128.2577652
꿀풀,강원특별자치도 횡성군 오봉산,37.4381326,128.2577652
메밀,강원특별자치도 횡성군 치악산,37.362145372840175,128.04598931031285
메밀,강원특별자치도 횡성군 태기산,37.6021238,128.285217
참취,강원특별자치도 횡성군 태기산,37.6021238,128.285217
담배풀,강원특별자치도 횡성군 태기산,37.6021238,128.285217
곰취,강원특별자치도 횡성군 태기산,37.6021238,128.285217
제비쑥,강원특별자치도 횡성군 태기산,37.6021238,128.285217
참취,경기도 가평군 매봉,37.92103,127.47088
꿀풀,경기도 가평군 대금산,37.8186543,127.4208696
참취,경기도 가평군 화악산,37.9946674,127.5034314
꿀풀,경기도 가평군 화악산,37.9946674,127.5034314
참취,경기도 가평군 화야산,37.6715768,127.4279156
꿀풀,경기도 가평군 화야산,37.6715768,127.4279156
메밀,경기도 광주시 태화산,37.2921517,127.2936857
참취,경기도 광주시 태화산,37.2921517,127.2936857
참취,경기도 광주시 해협산,37.4915628,127.3562819
메밀,경기도 김포시 문수산,37.7390901,126.5486096
참취,경기도 안성시 서운산,36.9305185,127.296625
담배풀,경기도 안성시 서운산,36.9305185,127.296625
꿀풀,경기도 안양시 삼성산,37.43410946833266,126.90355253783854
제비쑥,경기도 양주시 감악산,37.941156,126.9700763
꿀풀,경기도 양주시 감악산,37.941156,126.9700763
참취,경기도 양평군 비룡산,37.508768,127.7769568
꿀풀,경기도 양평군 비룡산,37.508768,127.7769568
넉줄고사리,경기도 양평군 용문산,37.5453163,127.5836599
꿀풀,경기도 양평군 용문산,37.5453163,127.5836599
넉줄고사리,경기도 양평군 중원산,37.5586466,127.601842
담배풀,경기도 양평군 중원산,37.5586466,127.601842
참취,경기도 여주시 소달산,37.3497986,127.7050656
제비쑥,경기도 여주시 소달산,37.3497986,127.7050656
꿀풀,경기도 여주시 소달산,37.3497986,127.7050656
메밀,경기도 여주시 양자산,37.4377369,127.4261064
참취,경기도 여주시 양자산,37.4377369,127.4261064
꿀풀,경기도 여주시 양자산,37.4377369,127.4261064
참취,경기도 연천군 백학저수지,38.03179935,126.92720044192303
제비쑥,경기도 연천군 백학저수지,38.03179935,126.92720044192303
꿀풀,경기도 연천군 백학저수지,38.03179935,126.92720044192303
참취,경기도 용인시 광교산,37.3449712,127.0345091
메밀,경기도 용인시 노고봉,37.229716,127.2043836
참취,경기도 용인시 노고봉,37.229716,127.2043836
꿀풀,경기도 용인시 노고봉,37.229716,127.2043836
참취,경기도 용인시 시궁산,37.1539076,127.2457571
참취,경기도 이천시 백족산,37.0973991,127.6046738
꿀풀,경기도 이천시 백족산,37.0973991,127.6046738
참취,경기도 이천시 원적봉,37.3522086,127.4487893
꿀풀,경기도 이천시 원적봉,37.3522086,127.4487893
참취,경기도 파주시 개명산,37.7490983,126.9293189
참취,경기도 파주시 기간봉,37.79593,126.75167
참취,경기도 파주시 심학산,37.706814,126.6957059
꿀풀,경기도 파주시 심학산,37.706814,126.6957059
넉줄고사리,경기도 파주시 파평산,37.9187032,126.8812836
참취,경기도 파주시 파평산,37.9187032,126.8812836
제비쑥,경기도 파주시 파평산,37.9187032,126.8812836
꿀풀,경기도 파주시 파평산,37.9187032,126.8812836
참취,경기도 포천시 왕방산,37.8957442,127.1557193
제비쑥,경기도 포천시 왕방산,37.8957442,127.1557193
꿀풀,경기도 포천시 왕방산,37.8957442,127.1557193
참취,경기도 포천시 죽엽산,37.7849635,127.1822977
제비쑥,경기도 포천시 죽엽산,37.7849635,127.1822977
꿀풀,경기도 포천시 죽엽산,37.7849635,127.1822977
꿀풀,경기도 화성시 동탄,37.2003594,127.0955764
넉줄고사리,경기도 화성시 제부도,37.1705774,126.6284395
제비쑥,경기도 남양주시 천마산,37.6592164,127.2850496
꿀풀,경기도 남양주시 천마산,37.6592164,127.2850496
참취,경기도 남양주시 축령산,37.7527629,127.333886
곰취,경기도 남양주시 축령산,37.7527629,127.333886
꿀풀,경기도 남양주시 축령산,37.7527629,127.333886
넉줄고사리,경기도 동두천시 소요산,37.9480012,127.0608178
참취,경기도 동두천시 소요산,37.9480012,127.0608178
곰취,경기도 동두천시 소요산,37.9480012,127.0608178
제비쑥,경기도 동두천시 소요산,37.9480012,127.0608178
꿀풀,경기도 동두천시 소요산,37.9480012,127.0608178
참취,경기도 의정부시 천보산,37.763958,127.0660928
담배풀,경상남도 거제시 앵산,34.9405951,128.6139444
참취,경상남도 거제시 산방산,34.8615328,128.5391969
꿀풀,경상남도 거제시 산방산,34.8615328,128.5391969
넉줄고사리,"경상남도 거제시 남부면,망산",34.71529574729476,128.60189058529045
넉줄고사리,경상남도 남해군 금산,34.753798,127.9829362
참취,경상남도 남해군 금산,34.753798,127.9829362
넉줄고사리,경상남도 남해군 망운산,34.8459374,127.8456708
참취,경상남도 남해군 망운산,34.8459374,127.8456708
제비쑥,경상남도 남해군 망운산,34.8459374,127.8456708
넉줄고사리,경상남도 남해군 응봉산,34.7330583,127.8830306
참취,경상남도 남해군 응봉산,34.7330583,127.8830306
메밀,경상남도 사천시 와룡산,34.9808533,128.0990438
참취,경상남도 사천시 와룡산,34.9808533,128.0990438
담배풀,경상남도 사천시 와룡산,34.9808533,128.0990438
참취,경상남도 산청군 지리산,35.331154850000004,127.6530198450776
넉줄고사리,경상남도 하동군 금오산,34.9927556,127.8698306
참취,경상남도 하동군 금오산,34.9927556,127.8698306
제비쑥,경상남도 하동군 금오산,34.9927556,127.8698306
꿀풀,경상남도 하동군 칠성봉,35.1640031,127.749989
참취,경상남도 함양군 법화산,35.4457065,127.7123139
메밀,경상남도 함양군 지리산,35.331154850000004,127.6530198450776
넉줄고사리,경상남도 함양군 지리산,35.331154850000004,127.6530198450776
참취,경상남도 함양군 지리산,35.331154850000004,127.6530198450776
담배풀,경상남도 함양군 지리산,35.331154850000004,127.6530198450776
제비쑥,경상남도 함양군 지리산,35.331154850000004,127.6530198450776
꿀풀,경상남도 함양군 지리산,35.331154850000004,127.6530198450776
참취,경상남도 함양군 황석산,35.6551172,127.7554842
꿀풀,경상남도 함양군 황석산,35.6551172,127.7554842
제비쑥,경상남도 합천군 가야산,35.8225929,128.1230035
참취,경상북도 경주시 구미산,35.8849823,129.1359505
참취,경상북도 경주시 단석산,35.7945265,129.0889983
제비쑥,경상북도 경주시 단석산,35.7945265,129.0889983
꿀풀,경상북도 경주시 단석산,35.7945265,129.0889983
참취,경상북도 경주시 어래산,36.0254489,129.1750011
제비쑥,경상북도 경주시 어래산,36.0254489,129.1750011
꿀풀,경상북도 경주시 토함산,35.8017722,129.3452135
참취,경상북도 대구광역시 팔공산,35.99211349873872,128.61519154220923
꿀풀,경상북도 대구광역시 팔공산,35.99211349873872,128.61519154220923
참취,경상북도 김천시 대덕산,35.924789,127.883682
곰취,경상북도 김천시 수도산,35.8579919,127.9843846
메밀,경상북도 문경시 국사봉,36.7871049,128.2126437
참취,경상북도 문경시 국사봉,36.7871049,128.2126437
제비쑥,경상북도 문경시 국사봉,36.7871049,128.2126437
꿀풀,경상북도 문경시 국사봉,36.7871049,128.2126437
메밀,경상북도 문경시 대야산,36.6692579,127.9294814
참취,경상북도 문경시 대야산,36.6692579,127.9294814
꿀풀,경상북도 문경시 대야산,36.6692579,127.9294814
참취,경상북도 문경시 백화산,36.7074323,128.0713611
꿀풀,경상북도 문경시 백화산,36.7074323,128.0713611
참취,경상북도 문경시 운달산,36.7563389,128.1986583
담배풀,경상북도 문경시 운달산,36.7563389,128.1986583
꿀풀,경상북도 문경시 운달산,36.7563389,128.1986583
메밀,경상북도 문경시 주흘산,36.788475,128.101287
담배풀,경상북도 문경시 주흘산,36.788475,128.101287
제비쑥,경상북도 문경시 주흘산,36.788475,128.101287
꿀풀,경상북도 문경시 주흘산,36.788475,128.101287
넉줄고사리,경상북도 문경시 황장산,36.81274,128.278182
참취,경상북도 문경시 황장산,36.81274,128.278182
곰취,경상북도 문경시 황장산,36.81274,128.278182
제비쑥,경상북도 문경시 황장산,36.81274,128.278182
꿀풀,경상북도 문경시 황장산,36.81274,128.278182
참취,경상북도 봉화군 문수산,36.9809761,128.811102
꿀풀,경상북도 봉화군 문수산,36.9809761,128.811102
꿀풀,경상북도 봉화군 장군봉,36.77867,128.89396
메밀,경상북도 봉화군 청옥산,37.0434378,128.9623856
참취,경상북도 봉화군 청옥산,37.0434378,128.9623856
곰취,경상북도 봉화군 청옥산,37.0434378,128.9623856
꿀풀,경상북도 봉화군 청옥산,37.0434378,128.9623856
넉줄고사리,경상북도 봉화군 청량산,36.8088641,128.93089775347465
참취,경상북도 봉화군 청량산,36.8088641,128.93089775347465
꿀풀,경상북도 봉화군 청량산,36.8088641,128.93089775347465
메밀,경상북도 상주시 남산,36.5121169,128.0266579
참취,경상북도 상주시 남산,36.5121169,128.0266579
제비쑥,경상북도 상주시 남산,36.5121169,128.0266579
꿀풀,경상북도 상주시 남산,36.5121169,128.0266579
참취,경상북도 상주시 갑장산,36.3473778,128.1890056
제비쑥,경상북도 상주시 갑장산,36.3473778,128.1890056
꿀풀,경상북도 상주시 갑장산,36.3473778,128.1890056
메밀,경상북도 상주시 속리산,36.60782325,127.81755803587714
참취,경상북도 상주시 속리산,36.60782325,127.81755803587714
꿀풀,경상북도 상주시 속리산,36.60782325,127.81755803587714
참취,경상북도 안동시 약산,36.4958258,128.904556
꿀풀,경상북도 안동시 약산,36.4958258,128.904556
제비쑥,경상북도 안동시 갈라산,36.4891377,128.7470636
꿀풀,경상북도 안동시 갈라산,36.4891377,128.7470636
참취,경상북도 안동시 마늘봉,36.5176861,128.511825
꿀풀,경상북도 안동시 마늘봉,36.5176861,128.511825
참취,경상북도 안동시 연점산,36.3370081,128.9536863
참취,경상북도 안동시 와룡산,36.6198,128.8109
꿀풀,경상북도 안동시 포대봉,36.64787,128.95666
참취,경상북도 영덕군 칠보산,36.6509244,129.3542732
꿀풀,경상북도 영덕군 칠보산,36.6509244,129.3542732
참취,경상북도 영양군 검마산,36.7476144,129.25456
메밀,경상북도 영양군 백암산,36.71653222402738,129.26441608424884
참취,경상북도 영양군 백암산,36.71653222402738,129.26441608424884
참취,경상북도 영양군 일월산,36.8032791,129.1029082
참취,경상북도 영천시 화산,36.0853565,128.7877692
꿀풀,경상북도 영천시 화산,36.0853565,128.7877692
참취,경상북도 영천시 보현산,36.1601,129.0206
메밀,경상북도 영천시 운주산,36.0778368,129.1108011
참취,경상북도 영천시 운주산,36.0778368,129.1108011
꿀풀,경상북도 영천시 운주산,36.0778368,129.1108011
넉줄고사리,경상북도 예천군 가재봉,36.793875,128.4270972
참취,경상북도 예천군 가재봉,36.793875,128.4270972
참취,경상북도 예천군 국사봉,36.6936702,128.3360807
꿀풀,경상북도 예천군 보문산,36.6461242,128.566352
메밀,경상북도 예천군 학가산,36.6631534,128.6046671
참취,경상북도 예천군 학가산,36.6631534,128.6046671
꿀풀,경상북도 예천군 학가산,36.6631534,128.6046671
메밀,경상북도 울진군 오미산,37.02503,129.10635
참취,경상북도 울진군 오미산,37.02503,129.10635
제비쑥,경상북도 울진군 오미산,37.02503,129.10635
넉줄고사리,경상북도 울진군 응봉산,36.7044682,129.3916085
참취,경상북도 울진군 응봉산,36.7044682,129.3916085
꿀풀,경상북도 울진군 응봉산,36.7044682,129.3916085
참취,경상북도 울진군 통고산,36.8984828,129.1920928
꿀풀,경상북도 울진군 통고산,36.8984828,129.1920928
참취,경상북도 의성군 비봉산,36.4884372,128.3606865
제비쑥,경상북도 의성군 비봉산,36.4884372,128.3606865
꿀풀,경상북도 의성군 비봉산,36.4884372,128.3606865
꿀풀,경상북도 의성군 선암산,36.1963547,128.7866834
참취,경상북도 의성군 황학산,36.3451895,128.8426465
꿀풀,경상북도 의성군 황학산,36.3451895,128.8426465
넉줄고사리,경상북도 청도군 선의산,35.7269218,128.7733468
참취,경상북도 청도군 운문산,35.651503,129.023984
곰취,경상북도 청도군 운문산,35.651503,129.023984
넉줄고사리,경상북도 청도군 화악산,35.5932802,128.6915855
참취,경상북도 청도군 화악산,35.5932802,128.6915855
제비쑥,경상북도 청도군 화악산,35.5932802,128.6915855
꿀풀,경상북도 청송군 보현산,36.1646776,128.9766932
제비쑥,경상북도 포항시 북구 내연산,36.2527735,129.3115263
꿀풀,경상북도 포항시 북구 내연산,36.2527735,129.3115263
참취,경상북도 포항시 북구 자초산,36.264431156134215,129.05829502445022
제비쑥,경상북도 포항시 북구 자초산,36.264431156134215,129.05829502445022
꿀풀,경상북도 포항시 북구 자초산,36.264431156134215,129.05829502445022
넉줄고사리,대구광역시 달성군 비슬산,35.71751209375112,128.51402301606277
참취,대구광역시 달성군 비슬산,35.71751209375112,128.51402301606277
곰취,대구광역시 달성군 비슬산,35.71751209375112,128.51402301606277
제비쑥,대구광역시 달성군 비슬산,35.71751209375112,128.51402301606277
꿀풀,대구광역시 달성군 비슬산,35.71751209375112,128.51402301606277
제비쑥,전라남도 고흥군 유주산,34.4825773,127.298775
담배풀,전라남도 고흥군 천등산,34.5421194,127.2789694
참취,전라남도 고흥군 팔영산,34.6171525,127.4364443
참취,전라남도 곡성군 고장산,35.1507667,127.2953806
넉줄고사리,전라남도 광양시 백운산,35.1063783,127.6213246
참취,전라남도 광양시 백운산,35.1063783,127.6213246
제비쑥,전라남도 광양시 백운산,35.1063783,127.6213246
꿀풀,전라남도 광양시 백운산,35.1063783,127.6213246
메밀,전라남도 광양시 구봉화산,34.9367243,127.6424207
넉줄고사리,전라남도 광양시 구봉화산,34.9367243,127.6424207
참취,전라남도 광양시 구봉화산,34.9367243,127.6424207
제비쑥,전라남도 광양시 구봉화산,34.9367243,127.6424207
꿀풀,전라남도 광양시 구봉화산,34.9367243,127.6424207
꿀풀,전라남도 구례군 계족산,35.1613722,127.5266861
꿀풀,전라남도 구례군 도솔봉,35.1134305,127.5764598
메밀,전라남도 구례군 백운산,35.12498660413542,127.60389494108438
넉줄고사리,전라남도 구례군 백운산,35.12498660413542,127.60389494108438
참취,전라남도 구례군 백운산,35.12498660413542,127.60389494108438
꿀풀,전라남도 구례군 백운산,35.12498660413542,127.60389494108438
담배풀,전라남도 구례군 지리산,35.331154850000004,127.6530198450776
곰취,전라남도 구례군 지리산,35.331154850000004,127.6530198450776
제비쑥,전라남도 구례군 지리산,35.331154850000004,127.6530198450776
꿀풀,전라남도 구례군 지리산,35.331154850000004,127.6530198450776
참취,전라남도 구례군 천왕봉,35.222399,127.4056393
참취,전라남도 나주시 국사봉,34.8982083,126.8518222
메밀,전라남도 담양군 담양호,35.400349649999995,127.00940269190676
참취,전라남도 담양군 병풍산,35.3247157,126.8857018
메밀,전라남도 담양군 추월산,35.3999299,126.9760399
참취,전라남도 담양군 추월산,35.3999299,126.9760399
참취,전라남도 보성군 존제산,34.8559611,127.2319139
참취,전라남도 보성군 활성산,34.7160889,127.0696417
제비쑥,전라남도 보성군 활성산,34.7160889,127.0696417
참취,전라남도 순천시 병풍산,35.0660444,127.4306667
꿀풀,전라남도 순천시 오봉산,34.9063,127.3713306
참취,전라남도 순천시 조계산,35.0013041,127.3136274
담배풀,전라남도 순천시 조계산,35.0013041,127.3136274
곰취,전라남도 순천시 조계산,35.0013041,127.3136274
꿀풀,전라남도 순천시 조계산,35.0013041,127.3136274
꿀풀,전라남도 신안군 예리,34.67678,125.43657
넉줄고사리,전라남도 신안군 깃대봉,34.6701444,125.4044944
참취,전라남도 신안군 승봉산,34.84101,126.0921
넉줄고사리,전라남도 여수시 금오산,34.5922651,127.790157
참취,전라남도 여수시 금오산,34.5922651,127.790157
봉선화,전라남도 여수시 금오산,34.5922651,127.790157
담배풀,전라남도 여수시 불탄봉,34.0247222,127.2983444
담배풀,전라남도 여수시 수월산,34.0128968,127.3204617
넉줄고사리,전라남도 장성군 입암산,35.4834815,126.8289654
참취,전라남도 장흥군 수인산,34.72467059966103,126.8463898812072
담배풀,전라남도 장흥군 수인산,34.72467059966103,126.8463898812072
꿀풀,전라남도 장흥군 수인산,34.72467059966103,126.8463898812072
제비쑥,전라남도 장흥군 제암산,34.7097468,126.977309
넉줄고사리,전라남도 장흥군 천관산,34.5317274,126.91966
담배풀,전라남도 해남군 일성산,34.65201,126.3239
꿀풀,전라남도 해남군 일성산,34.65201,126.3239
참취,전라남도 화순군 두봉산,34.9278361,127.0741556
참취,전라남도 화순군 백아산,35.1717364,127.1611177
넉줄고사리,전북특별자치도 김제시 모악산,35.7285867,127.0851739
참취,전북특별자치도 남원시 교룡산,35.4300083,127.3523639
참취,전북특별자치도 무주군 덕유산,35.8717337,127.77012387655998
곰취,전북특별자치도 무주군 덕유산,35.8717337,127.77012387655998
제비쑥,전북특별자치도 무주군 덕유산,35.8717337,127.77012387655998
꿀풀,전북특별자치도 무주군 덕유산,35.8717337,127.77012387655998
메밀,전북특별자치도 무주군 백운산,35.9640028,127.7227056
참취,전북특별자치도 무주군 백운산,35.9640028,127.7227056
제비쑥,전북특별자치도 무주군 백운산,35.9640028,127.7227056
메밀,전북특별자치도 무주군 조항산,35.9644299,127.5868983
참취,전북특별자치도 무주군 조항산,35.9644299,127.5868983
꿀풀,전북특별자치도 무주군 조항산,35.9644299,127.5868983
넉줄고사리,전북특별자치도 부안군 위도,35.59435685,126.27903600331273
참취,전북특별자치도 부안군 위도,35.59435685,126.27903600331273
꿀풀,전북특별자치도 부안군 위도,35.59435685,126.27903600331273
참취,전북특별자치도 부안군 신선봉,35.6175497,126.547352
참취,전북특별자치도 부안군 의상봉,35.6782,126.5988
꿀풀,전북특별자치도 부안군 의상봉,35.6782,126.5988
넉줄고사리,전북특별자치도 완주군 대둔산,36.124594,127.3204771
꿀풀,전북특별자치도 완주군 대둔산,36.124594,127.3204771
꿀풀,전북특별자치도 임실군 백련산,35.5673583,127.1687861
참취,전북특별자치도 임실군 성수산,35.51974,127.19263
꿀풀,전북특별자치도 임실군 성수산,35.51974,127.19263
메밀,전북특별자치도 장수군 영구산,35.82683246257932,127.60467671057296
참취,전북특별자치도 장수군 영구산,35.82683246257932,127.60467671057296
꿀풀,전북특별자치도 장수군 영구산,35.82683246257932,127.60467671057296
